group,panel,cip_res,cro_res,nda_res,cost_with_test_mean,cost_with_test_lower,cost_with_test_upper,cost_without_test_mean,cost_without_test_lower,cost_without_test_upper,cost_with_test_mean_ng,cost_with_test_lower_ng,cost_with_test_upper_ng,cost_without_test_mean_ng,cost_without_test_lower_ng,cost_without_test_upper_ng,cost_with_test_ng_init_visit_mean,cost_with_test_ng_init_visit_lower,cost_with_test_ng_init_visit_upper,cost_with_test_ng_init_diag_mean,cost_with_test_ng_init_diag_lower,cost_with_test_ng_init_diag_upper,cost_with_test_ng_cip_mean,cost_with_test_ng_cip_lower,cost_with_test_ng_cip_upper,cost_with_test_ng_cro_mean,cost_with_test_ng_cro_lower,cost_with_test_ng_cro_upper,cost_with_test_ng_nda_mean,cost_with_test_ng_nda_lower,cost_with_test_ng_nda_upper,cost_with_test_ng_follow_visit_mean,cost_with_test_ng_follow_visit_lower,cost_with_test_ng_follow_visit_upper,cost_with_test_ng_follow_diag_mean,cost_with_test_ng_follow_diag_lower,cost_with_test_ng_follow_diag_upper,cost_with_test_ng_follow_drugs_mean,cost_with_test_ng_follow_drugs_lower,cost_with_test_ng_follow_drugs_upper,cost_with_test_ng_partner_total_mean,cost_with_test_ng_partner_total_lower,cost_with_test_ng_partner_total_upper,cost_with_test_ng_complications_mean,cost_with_test_ng_complications_lower,cost_with_test_ng_complications_upper,cost_without_test_ng_init_visit_mean,cost_without_test_ng_init_visit_lower,cost_without_test_ng_init_visit_upper,cost_without_test_ng_init_diag_mean,cost_without_test_ng_init_diag_lower,cost_without_test_ng_init_diag_upper,cost_without_test_ng_cip_mean,cost_without_test_ng_cip_lower,cost_without_test_ng_cip_upper,cost_without_test_ng_cro_mean,cost_without_test_ng_cro_lower,cost_without_test_ng_cro_upper,cost_without_test_ng_nda_mean,cost_without_test_ng_nda_lower,cost_without_test_ng_nda_upper,cost_without_test_ng_follow_visit_mean,cost_without_test_ng_follow_visit_lower,cost_without_test_ng_follow_visit_upper,cost_without_test_ng_follow_diag_mean,cost_without_test_ng_follow_diag_lower,cost_without_test_ng_follow_diag_upper,cost_without_test_ng_follow_drugs_mean,cost_without_test_ng_follow_drugs_lower,cost_without_test_ng_follow_drugs_upper,cost_without_test_ng_partner_total_mean,cost_without_test_ng_partner_total_lower,cost_without_test_ng_partner_total_upper,cost_without_test_ng_complications_mean,cost_without_test_ng_complications_lower,cost_without_test_ng_complications_upper,strategy
MSM,cip+cro,0.1,0.025,0.05,301.9986315275256,301.1315410810801,303.3932218283389,302.28217696303483,301.37758343216626,303.67823557545216,331.6172052353869,312.40782840136984,361.31162687450956,337.8597825307376,317.58883428974195,367.94237253174305,167.1,167.1,167.1,133.49,133.49,133.49,0.4813644328190328,0.1880998087707682,0.7800677312244834,0.1167501038280942,0.0940438908670929,0.1393724814177776,0.2418762957838901,0.054641829200707655,0.48496627295118855,0.09301722366282951,0,0.40776352322617143,0.11504918309407185,0,0.504345952237641,0.009460346854249107,0,0.05861249186626838,25.347586576659634,8.832186353764904,51.74586794289039,29.68452022880742,10.615479997026373,59.63612159188869,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.0426000929360795,0.9784938781321186,1.0861761480920369,0,0,0,1.8123371858044952,0.7842731517623425,3.1654712643678176,2.241605420020051,0.9700352459447512,3.9152413793103484,0.7238924691661986,0.3132581689416595,1.264367816091955,26.17171921732512,9.480003930215537,52.660922460801736,30.420099667665287,10.937650108996932,60.58332491220661,CIP+CRO
MSM,cip+cro+nda,0.1,0.025,0.05,301.9926440695508,301.06556393028063,303.34804714633515,302.27641653726226,301.3287532017902,303.61141456311344,331.4321772379568,311.2236552077956,361.5206600792686,337.67399205924846,316.7731978966546,367.67134407636007,167.1,167.1,167.1,133.49,133.49,133.49,0.48699279757403097,0.18315017863287253,0.7833872569912361,0.11707258962046142,0.093582218021349,0.14065156897100975,0.2240176315976713,0.052515514574030635,0.48239315705678587,0.07296243211393891,0,0.28943352601155936,0.09024423521489992,0,0.35798843930635804,0.02060458628139745,0,0.11026788263727277,25.202972007214612,8.19059513597998,50.71983698215999,29.554403599144646,9.39012779715256,59.60900673048961,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.0431520043174298,0.9776215371703806,1.0878251892738227,0,0,0,1.7888848244779934,0.6900014280925149,3.1426084371745366,2.212598157644414,0.8534344233229278,3.8869632874879017,0.7145250137713665,0.27560370190626077,1.2552358352670325,26.03628476983079,9.044172429148528,51.52524143137557,30.291771482445768,9.679810615441026,60.79677197350978,CIP+CRO+NDA
MSM,cip,0.1,0.05,0,302.01111138298774,301.12134560595507,303.3504548827686,302.51849205202996,301.56698599217503,303.9175826422879,331.8251038910527,312.1850217669419,361.64825760616316,342.97169324405945,321.88975509108843,373.6267240500159,167.1,167.1,167.1,133.49,133.49,133.49,0.4862227261330047,0.19004698326175706,0.7870772402695086,0.12204865767109137,0.09943336614042718,0.14581209485996435,0,0,0,0.4942907758946382,0,1.0968975375184953,0.611367956796348,0,1.3567075070617387,0.17162777425118483,0,0.38935528333204944,24.593452794752533,8.06811674897951,49.80956358546897,28.97366073987472,9.426160550304,58.48511094112786,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.0416275734374028,0.9787813446625196,1.084894381868132,0,0,0,3.5412881093052544,1.6885184384738812,5.639123736656813,4.380073797441545,2.0884590975308432,6.974800512434699,1.4144783948335415,0.6744361872798681,2.252406029979559,26.063210087819595,9.088528504809489,51.292981191166234,30.290933543246574,10.073371780187909,61.008275878738154,CIP
MSM,cip+cro,0.1,0.05,0,301.98949308074435,301.06161703156397,303.4010154233607,302.55075364167095,301.5803698903142,304.024510397855,331.39908793824645,311.00311603070077,362.31471241450544,343.7594552727377,322.25909835275036,375.48947085357634,167.1,167.1,167.1,133.49,133.49,133.49,0.4910935745658834,0.18863828637911667,0.7828724079135188,0.11336167817278289,0.09147889610389608,0.13530474040632046,0.3741510785827239,0.11531715930415855,0.6738395141231609,0.0749274506258328,0,0.2881012658227854,0.0926746858954922,0,0.3563406214039109,0.004046025284895974,0,0.05580473882734922,25.109872229850044,7.88133377599206,51.85129599821425,29.34276323009965,8.967702859059747,60.65988467229081,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043513949830261,0.9889657412928665,1.0867519713557814,0,0,0,3.6026385404935506,1.7290575393957812,5.638738738738723,4.455955625695929,2.1386002462425933,6.974324324324317,1.4389832802738258,0.6906285107029001,2.2522522522522492,26.71614531013777,9.498202952488503,53.75440171036276,30.86420629329535,9.671032676800499,63.944787718106646,CIP+CRO
MSM,cip+cro+nda,0.1,0.05,0,301.9702054695239,301.08192818580653,303.2092168757393,302.5275892592306,301.50648073407274,303.87578319397727,330.9630330816813,311.4733698183181,357.5101041806662,343.245121512363,321.31894279071713,372.1450677390986,167.1,167.1,167.1,133.49,133.49,133.49,0.4871329848529973,0.19645668948543124,0.7892037519916562,0.11332028423593525,0.09138194668339333,0.13672850413922297,0.3651486178533577,0.11085861311147384,0.6564551422319468,0.0774250299418015,0,0.3966207633704283,0.09576383915872454,0,0.4905639302815406,0.01165245626195563,0,0.05867443952102092,24.696401606772714,8.482019120651735,49.03352707221796,28.906430956571658,9.43783946479008,55.315788353332195,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044009577837034,0.9809442825235967,1.0849571811503036,0,0,0,3.6006427108855443,1.7608594253490915,5.640444392817767,4.453487066036178,2.1779346926569643,6.976433977791781,1.438186096375437,0.7033309735377421,2.252933532839817,26.251257862816363,9.810016198616534,50.79240027905572,30.388338265736053,9.904126900820136,58.32343039730632,CIP+CRO+NDA
MSM,cip,0.1,0.05,0.05,302.0431241986521,301.1297610452278,303.44795934677427,302.56482271208466,301.5630591259487,303.99954568098525,332.55535198636466,312.5491961879454,362.56669781573254,344.0288002192882,321.91040373466046,374.1195030383852,167.1,167.1,167.1,133.49,133.49,133.49,0.46359620074868085,0.18704376254914928,0.7833437691787203,0.12154999403499174,0.09923140307011628,0.14409825503826978,0,0,0,0.4801151845573733,0,1.036227797685709,0.5938347501599146,0,1.281667597984321,0.16355315262438475,0,0.38586848925410655,25.344780765312024,8.277660416181178,51.68556191862993,29.787173317688666,9.750293523843345,59.88703789930573,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043530496104384,0.9841929955456573,1.0860678887518103,0,0,0,3.6052192244808423,1.703902319300654,5.578673913043478,4.459147567713444,2.1074867878041292,6.900032608695655,1.4400140695322106,0.6805808912368805,2.228260869565216,26.888158875312012,9.649317310148803,52.60320844635711,31.131098575035104,10.34818192487365,62.16699588135361,CIP
MSM,cip+cro,0.1,0.05,0.05,301.9850857872205,301.06873572992333,303.3961794824459,302.5413289297967,301.5461312049872,304.00299670122945,331.2993325680291,311.10587606877965,362.08218714987436,343.5538220927183,321.79330946524584,375.49305499252654,167.1,167.1,167.1,133.49,133.49,133.49,0.4837135392402924,0.19722629890062543,0.7802171977953642,0.11340795733543857,0.09124913194444442,0.13691893000932928,0.3779896458388344,0.15484181048373688,0.6727405321510034,0.10278566269246725,0,0.410437455608565,0.12713136407313239,0,0.5076532293647084,0.015805791722981577,0,0.10707881737208984,24.913323711982176,7.752078489009243,50.892118063462505,29.1630578373769,8.902080185941314,60.22327444961646,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.0437946646312781,0.9826390362108993,1.0861165429720696,0,0,0,3.6166376210994655,1.750563908014079,5.702520766911447,4.473270513459261,2.1652005901727116,7.053213695006399,1.444574860640464,0.6992186882944843,2.277728377900407,26.45538124368373,9.113371439459128,52.30798514275739,30.669757587988652,9.337611381011712,61.88581321618196,CIP+CRO
MSM,cip+cro+nda,0.1,0.05,0.05,302.0034152796501,301.09115917097984,303.43382781456114,302.56476414792985,301.542951589412,304.031613632345,331.6659048417986,311.6388742151877,362.1122901857371,344.02079899336707,321.1927957063184,374.766520436104,167.1,167.1,167.1,133.49,133.49,133.49,0.48584490801835445,0.18955312804096366,0.7768840720320208,0.11356481396187271,0.09211606162174413,0.13636543158923203,0.346532938897303,0.10775282721542372,0.6451786520365295,0.072841765052831145,0,0.39366847352148543,0.09009498708363842,0,0.48691236423815165,0.02935244470894642,0,0.11389761051174463,25.33969600207805,8.280041856849644,51.165015645063065,29.615345603672882,9.444652647777637,59.84512700656129,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043324168675168,0.9802210631439664,1.0850978500704078,0,0,0,3.610531719584955,1.7304310293485896,5.584771561093905,4.465718374687159,2.140299059546593,6.907574539097051,1.4421360119767355,0.6911771166914004,2.230696421590483,26.93200527321923,9.720069722060705,52.37196368904798,31.099453496459578,10.070428737171039,61.69008168839266,CIP+CRO+NDA
MSM,cip,0.1,0.075,0,302.0533752490291,301.1089725072978,303.51033531100177,302.8129743371189,301.73419871276116,304.34770216082455,332.7776693802872,312.0467959831572,364.04383773853976,349.4857561140193,325.90819638611,382.40045285725404,167.1,167.1,167.1,133.49,133.49,133.49,0.48954375213082224,0.1886376491051706,0.779174030185129,0.12251604622672187,0.09888225823594494,0.1453100649002233,0,0,0,0.7044376683540795,0.13679015502494746,1.4511154673081592,0.8712900159071909,0.16919012384176674,1.7948251142620335,0.2551824788829983,0.05347450751862495,0.5489212788748765,25.005019934263487,7.345587789902327,51.54897165195831,29.284808620834596,8.532500119921865,59.74011780341334,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.0433692971837842,0.9845948962715211,1.0833011403573345,0,0,0,5.381794113181842,2.536851272784414,8.045883137254897,6.6565200714486705,3.1377271334495243,9.95162235294119,2.1496221893201155,1.0132813839209176,3.2137254901960772,27.154155400170957,9.507958039717277,53.84370041639026,31.255356383141244,9.201703124420508,64.4336699549724,CIP
MSM,cip+cro,0.1,0.075,0,302.0138127910696,301.0837960657792,303.33667155308626,302.8511072054145,301.78676329653445,304.26887486939194,331.9012014375924,311.4075498186673,360.9043459080556,350.33328708207455,326.7519831810524,381.37753726193375,167.1,167.1,167.1,133.49,133.49,133.49,0.4917011881445863,0.1907768161347241,0.7909384797937322,0.11031563786652959,0.08831641830294534,0.1342602024066646,0.5052701856855515,0.21389803007450078,0.8714596949891036,0.07390489399130562,0,0.2867894361423751,0.09140992759765029,0,0.3547180731580445,0.004599197061212561,0,0.05666363045587724,25.322737390569568,7.8790607714308125,50.76387670706582,29.671373072341495,8.765868761257552,59.07761495141984,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.0423547350685167,0.9805574922580366,1.0864364596602973,0,0,0,5.396892793509774,2.8342883021548624,8.08093119660096,6.675195008940073,3.505614777301793,9.994971857882456,2.155652977116861,1.1320851182916076,3.2277245552807723,27.714322201073337,9.707419594889013,53.26577734676111,31.958765346823874,9.6682906024022,62.956663690171254,CIP+CRO
