Group,Strategy,cip_res,cro_res,nda_res,cost_with_test_mean,cost_with_test_lower,cost_with_test_upper,cost_without_test_mean,cost_without_test_lower,cost_without_test_upper,cost_with_test_mean_ng,cost_with_test_lower_ng,cost_with_test_upper_ng,cost_without_test_mean_ng,cost_without_test_lower_ng,cost_without_test_upper_ng,median,low,high,cost_with_test_ng_init_visit_mean,cost_with_test_ng_init_visit_lower,cost_with_test_ng_init_visit_upper,cost_with_test_ng_init_diag_mean,cost_with_test_ng_init_diag_lower,cost_with_test_ng_init_diag_upper,cost_with_test_ng_cip_mean,cost_with_test_ng_cip_lower,cost_with_test_ng_cip_upper,cost_with_test_ng_cro_mean,cost_with_test_ng_cro_lower,cost_with_test_ng_cro_upper,cost_with_test_ng_nda_mean,cost_with_test_ng_nda_lower,cost_with_test_ng_nda_upper,cost_with_test_ng_follow_visit_mean,cost_with_test_ng_follow_visit_lower,cost_with_test_ng_follow_visit_upper,cost_with_test_ng_follow_diag_mean,cost_with_test_ng_follow_diag_lower,cost_with_test_ng_follow_diag_upper,cost_with_test_ng_follow_drugs_mean,cost_with_test_ng_follow_drugs_lower,cost_with_test_ng_follow_drugs_upper,cost_with_test_ng_partner_total_mean,cost_with_test_ng_partner_total_lower,cost_with_test_ng_partner_total_upper,cost_with_test_ng_complications_mean,cost_with_test_ng_complications_lower,cost_with_test_ng_complications_upper,cost_without_test_ng_init_visit_mean,cost_without_test_ng_init_visit_lower,cost_without_test_ng_init_visit_upper,cost_without_test_ng_init_diag_mean,cost_without_test_ng_init_diag_lower,cost_without_test_ng_init_diag_upper,cost_without_test_ng_cip_mean,cost_without_test_ng_cip_lower,cost_without_test_ng_cip_upper,cost_without_test_ng_cro_mean,cost_without_test_ng_cro_lower,cost_without_test_ng_cro_upper,cost_without_test_ng_nda_mean,cost_without_test_ng_nda_lower,cost_without_test_ng_nda_upper,cost_without_test_ng_follow_visit_mean,cost_without_test_ng_follow_visit_lower,cost_without_test_ng_follow_visit_upper,cost_without_test_ng_follow_diag_mean,cost_without_test_ng_follow_diag_lower,cost_without_test_ng_follow_diag_upper,cost_without_test_ng_follow_drugs_mean,cost_without_test_ng_follow_drugs_lower,cost_without_test_ng_follow_drugs_upper,cost_without_test_ng_partner_total_mean,cost_without_test_ng_partner_total_lower,cost_without_test_ng_partner_total_upper,cost_without_test_ng_complications_mean,cost_without_test_ng_complications_lower,cost_without_test_ng_complications_upper
MSW,CIP+CRO,0.3,0.15,0,307.2314662,302.5503847,313.5158097,308.2876776,303.7358622,314.9799094,572.3383448,380.4459608,836.5010993,615.9842112,430.2240302,891.2941281,43.64586647,49.77806941,54.79302878,167.1,167.1,167.1,133.49,133.49,133.49,0.381950317,0.146100879,0.616405477,0.271090682,0.228656735,0.31126055,2.420287727,1.536806673,3.361344538,0.285447095,0,0.816391304,0.353057787,0,1.00976087,0.031846618,0,0.205370628,263.4031119,69.88653571,526.9751491,266.8091224,74.66902869,531.8397369,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043205204,0.980082136,1.088283551,0,0,0,12.40134402,6.968770677,17.957299,15.338713,8.619386195,22.21064551,4.953404703,2.783500031,7.172591069,273.9379239,88.65495959,546.551936,269.6780391,82.12969987,548.6869161
MSW,CIP+CRO,0.5,0,0,307.1933581,302.5057025,313.742488,307.1146803,302.6439018,313.5708594,570.7995917,382.2491421,842.6666764,568.302978,384.0149387,838.0054616,-2.496613724,1.765796672,-4.661214786,167.1,167.1,167.1,133.49,133.49,133.49,0.266017548,0.104362717,0.4468176,0.517560554,0.461260202,0.572251912,0.461613979,0.102244272,0.909136916,0.416379892,0,1.172528911,0.515003184,0,1.450252846,0.003692137,0,0.010397085,263.3511897,75.54061937,535.4497603,267.2924327,77.93207021,540.2047905,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043068099,0.981353384,1.088830362,0,0,0,0,0,0,0,0,0,0,0,0,262.0677148,79.96686677,533.1582894,266.3549466,81.98096372,536.1322543
MSW,CIP+CRO,0.5,0.025,0,306.9633671,302.6091816,313.5607442,307.0665746,302.6953906,313.5090394,561.8795373,385.0420618,834.1677108,566.5566188,388.283698,825.0740064,4.677081522,3.241636249,-9.093704422,167.1,167.1,167.1,133.49,133.49,133.49,0.271368251,0.104389239,0.448772835,0.50188158,0.445282379,0.553911217,1.044832608,0.428129711,1.738241309,0.418794695,0,1.174857762,0.517989956,0,1.453133307,0.011687561,0,0.107314662,253.6088505,76.29517359,522.6387115,257.6194433,81.17181266,530.624874,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.041163622,0.97490497,1.086444168,0,0,0,2.051334922,0.746380378,3.74150552,2.537211902,0.92316723,4.627714489,0.819354099,0.298122854,1.4944502,254.1748598,74.41438056,515.0424904,257.3358348,77.80106143,518.4228848
MSW,CIP+CRO,0.5,0.05,0,307.1518869,302.5733967,314.0278792,307.4298835,303.0933495,314.0070389,569.2824451,383.4678869,842.726753,581.4003559,402.9127781,852.6955948,12.1179108,19.44489114,9.968841843,167.1,167.1,167.1,133.49,133.49,133.49,0.280654867,0.105020563,0.446929524,0.49001039,0.436067416,0.544828939,1.639641067,0.923746119,2.436924553,0.428617095,0,1.267068298,0.530138878,0,1.567184731,0.018734948,0,0.113536945,260.6469364,74.01639682,537.0440379,264.2135883,77.57028065,538.9997317,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043381665,0.980368347,1.089904402,0,0,0,4.150672423,1.731710629,6.819143969,5.133796223,2.141881744,8.434319066,1.65788162,0.691688221,2.723735409,263.2141123,87.06091013,535.111504,264.7543462,86.43919333,536.5025927
MSW,CIP+CRO,0.5,0.075,0,307.2757552,302.7604765,314.2344043,307.7498715,303.1636851,314.543591,574.0825891,388.132449,854.9659477,594.0550187,407.3345968,867.7919652,19.97242959,19.20214776,12.82601756,167.1,167.1,167.1,133.49,133.49,133.49,0.273735347,0.106630398,0.447103606,0.477778545,0.424475096,0.531922046,2.176493755,1.292198422,3.048935721,0.436359307,0,1.259419612,0.539714903,0,1.557724386,0.028845149,0,0.192960649,264.9825755,79.49181304,547.0610786,268.2918613,82.74490796,549.8068888,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043474264,0.974077979,1.087769631,0,0,0,6.164569122,2.791566003,9.472182572,7.624702326,3.45277332,11.71575354,2.462281963,1.115020771,3.783424897,270.1739492,85.23896958,543.6056961,270.2713638,80.74347239,545.9255344
MSW,CIP+CRO,0.5,0.1,0,306.9332358,302.7326556,313.5160483,307.6229139,303.3300951,313.6845346,560.5679644,388.077373,819.474681,588.646816,414.5261663,835.9865401,28.07885159,26.4487934,16.51185909,167.1,167.1,167.1,133.49,133.49,133.49,0.264839617,0.105304621,0.442613672,0.465016371,0.411346895,0.51889199,2.768180527,1.851761781,3.83025749,0.458716075,0,1.267393497,0.56736707,0,1.567586955,0.034894975,0,0.204215249,250.7260048,76.51722666,511.0587484,254.0014765,82.04372246,514.8564892,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043521806,0.978102312,1.086112608,0,0,0,8.406993166,4.045612851,12.40770925,10.39826451,5.003852355,15.3465859,3.357961801,1.615918218,4.955947137,258.1626783,82.82793924,506.3966802,256.9643273,79.77600768,508.8605417
MSW,CIP+CRO,0.5,0.125,0,307.1318575,302.7225369,314.0599543,308.0299635,303.533808,315.3168535,569.1873805,389.2058,852.1769904,605.2766182,422.1115358,902.5406387,36.08923767,32.90573581,50.36364833,167.1,167.1,167.1,133.49,133.49,133.49,0.268301277,0.105186369,0.443734964,0.453231409,0.396420347,0.511772156,3.347654531,2.315476311,4.574876842,0.473701564,0,1.285348102,0.585902007,0,1.58979427,0.045643364,0,0.216081855,258.799291,79.0333141,543.8426312,261.8049006,81.97254935,546.0152695,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044964785,0.981746005,1.087216601,0,0,0,10.29248061,5.385208581,15.23488844,12.73034648,6.660743286,18.84340771,4.111072298,2.150986012,6.085192698,269.4614154,87.96365209,561.683677,266.8361829,86.62892622,565.2665415
MSW,CIP+CRO,0.5,0.15,0,307.142237,302.6675151,313.8683954,308.1581498,303.6921013,314.9518698,568.4296198,386.6027162,840.6905163,611.2526407,429.1461464,881.527963,42.82302088,42.54343013,40.8374467,167.1,167.1,167.1,133.49,133.49,133.49,0.273243784,0.107508281,0.448157901,0.439601068,0.387472768,0.492124968,3.916594709,2.788969238,5.138828791,0.45307004,0,1.272219245,0.560383721,0,1.573555726,0.050657857,0,0.216534129,257.4946099,73.79406093,530.31699,260.3854794,77.68310309,532.2425059,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.041983197,0.975573812,1.08892516,0,0,0,12.31658684,6.06924978,17.6574965,15.23388033,7.506805747,21.83983211,4.919550583,2.424209051,7.052842507,269.3747057,83.63304894,536.3524593,265.2690351,74.86597825,533.1743278
MSW,CIP+CRO,0.7,0,0,307.0555452,302.5474576,313.6335336,306.9341728,302.4032397,313.052363,564.7451671,380.0560747,837.8209625,560.6272448,377.3922282,818.6402842,-4.117922309,-2.663846425,-19.18067831,167.1,167.1,167.1,133.49,133.49,133.49,0.166528586,0.06534189,0.276354974,0.715526701,0.655115779,0.769635806,0.651168437,0.204040321,1.222278912,0.597119942,0,1.558338252,0.738553129,0,1.927444572,0.005294801,0,0.013818146,256.730092,74.69433251,526.9432018,260.3108892,75.4170681,532.9530491,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043061031,0.980105777,1.087071978,0,0,0,0,0,0,0,0,0,0,0,0,254.5513873,69.00652192,514.1080506,258.6771965,75.27679092,516.6146894
MSW,CIP+CRO,0.7,0.025,0,307.2955761,302.7471802,313.7655254,307.3634927,302.8759337,313.7628828,575.3955447,389.9687314,836.7944633,578.7025448,395.3640222,846.7564531,3.307000121,5.395290766,9.96198977,167.1,167.1,167.1,133.49,133.49,133.49,0.167645144,0.064346357,0.275515763,0.697269355,0.638426838,0.752309623,1.47129954,0.775087081,2.258197265,0.608040477,0,1.502310819,0.752060289,0,1.858146542,0.015539196,0,0.112583305,266.5022749,81.60824379,531.3014486,269.9022597,85.26062488,533.3179723,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043891864,0.982201527,1.090449227,0,0,0,2.088196158,0.534760175,3.859299931,2.582804051,0.661422895,4.773409557,0.834077392,0.213596491,1.541500212,266.600836,81.40691195,535.0839089,269.408348,87.65371064,539.0641328
MSW,CIP+CRO,0.7,0.05,0,307.1255622,302.7862063,313.8045532,307.3515945,302.9821479,313.5603002,568.6950777,391.3099855,847.170191,577.9179147,398.6701177,831.2456044,9.222837088,7.36013226,-15.92458665,167.1,167.1,167.1,133.49,133.49,133.49,0.167297236,0.064390207,0.270667556,0.680148552,0.62277949,0.735435518,2.24565505,1.345755694,3.244429889,0.603324553,0,1.536029606,0.746227357,0,1.899851925,0.025408487,0,0.117878104,259.0048687,80.35779657,539.5127446,262.1796909,83.07898053,541.9488295,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044122905,0.982583848,1.087666868,0,0,0,4.151148272,1.762995366,6.780098185,5.134384782,2.180576549,8.38602494,1.658071686,0.704184121,2.708139553,259.769555,81.72139857,515.217513,261.1885973,82.70967814,517.9278574
MSW,CIP+CRO,0.7,0.075,0,307.1562908,302.5555266,313.9633922,307.7294765,303.1338606,314.5477864,569.621427,382.4044079,840.4096771,592.717451,402.7101117,866.0241425,23.09602398,20.30570384,25.61446541,167.1,167.1,167.1,133.49,133.49,133.49,0.165825957,0.06492327,0.276121236,0.659939409,0.601145656,0.715931628,3.018518861,2.043594624,4.142195978,0.606268331,0,1.467096944,0.749868396,0,1.814591946,0.036493935,0,0.202229279,259.0339368,72.70964644,526.9617961,262.1565076,75.61888424,531.9436757,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042344934,0.976890244,1.087210881,0,0,0,6.147668241,2.850596363,9.552440266,7.60379832,3.525785548,11.81502098,2.455531331,1.138598963,3.815481813,268.653878,80.73023472,541.1719865,268.9185718,81.09169346,544.8335286
MSW,CIP+CRO,0.7,0.1,0,307.2114264,302.8283558,313.918666,307.8888783,303.3543488,314.9683635,572.0039406,391.6364303,857.1928051,599.6540824,415.3183254,888.2390817,27.6501418,23.68189511,31.04627659,167.1,167.1,167.1,133.49,133.49,133.49,0.166900226,0.064989642,0.271875523,0.644062526,0.584073118,0.695940582,3.869754143,2.777629709,5.083175307,0.638508314,0,1.605392857,0.789744706,0,1.985644481,0.050651029,0,0.217500955,260.5702912,78.87394795,543.2514529,263.2911059,83.31356963,547.3581977,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043860726,0.979900236,1.0878,0,0,0,8.31906313,3.836882391,12.29706329,10.28950746,4.745682223,15.20973246,3.322840362,1.53254609,4.911752391,269.5128696,85.68691203,561.1792212,268.2078379,81.84377968,563.5401054
MSW,CIP+CRO,0.7,0.125,0,307.1436664,302.8074323,313.6453652,307.9682711,303.5192768,314.8090244,568.8663038,394.1988746,835.7969863,602.7636425,419.5344198,868.5026879,33.8973387,25.33554522,32.70570163,167.1,167.1,167.1,133.49,133.49,133.49,0.165500676,0.065549127,0.275263091,0.627636668,0.570724026,0.682547261,4.603092472,3.319566157,5.992150652,0.644293282,0,1.608568315,0.796899895,0,1.989572074,0.057148824,0,0.218048982,256.6796617,80.40690677,521.6179097,259.2600985,84.26959868,525.9381625,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044685377,0.984580344,1.089148368,0,0,0,10.42523239,5.360456299,15.16555803,12.89454171,6.630128206,18.75765577,4.164096658,2.141099337,6.057500409,266.5029123,83.35685358,532.4216734,263.5746598,80.70607018,531.5260028
MSW,CIP+CRO,0.7,0.15,0,307.4154311,303.0458517,314.3717606,308.3066467,303.919639,314.5297741,580.6591364,403.4106165,853.2818031,616.6605779,439.5118862,860.1457584,36.00144145,36.10126971,6.863955322,167.1,167.1,167.1,133.49,133.49,133.49,0.165946013,0.064343062,0.278422112,0.608780658,0.554972194,0.666492371,5.423153526,4.064834512,6.827845269,0.654176425,0,1.581812321,0.809123948,0,1.956478684,0.075776149,0,0.303444006,267.7399382,88.50534373,541.1613902,269.9278676,92.57526282,542.0744228,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043607317,0.976883733,1.08940549,0,0,0,12.39325306,6.368528467,17.52584526,15.32870563,7.876971261,21.67699809,4.950172974,2.543748389,7.000257732,274.790591,97.5934213,519.0047171,270.7876237,92.08735034,520.2870161
MSW,CIP+CRO+NDA,0.1,0,0,307.0456162,302.6624588,313.5533786,307.1496623,302.5751036,313.9473851,565.910784,384.3406139,831.8088345,568.7337946,380.3911289,848.1611914,2.823010567,-3.949484956,16.35235697,167.1,167.1,167.1,133.49,133.49,133.49,0.489049798,0.194774511,0.787117273,0.120137173,0.091012242,0.150774442,0.102951002,0,0.324692932,0.083681627,0,0.510964897,0.103502367,0,0.631991492,0.003320693,0,0.010959182,259.9161896,79.19805017,523.2187733,264.1428188,82.92778283,530.1839842,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.045005412,0.979903581,1.088706087,0,0,0,0,0,0,0,0,0,0,0,0,262.6316731,75.11514151,543.820494,266.7872922,78.33894398,546.1657481
MSW,CIP+CRO+NDA,0.1,0.025,0,306.9128931,302.499286,313.32147,307.1511823,302.8447693,314.0996461,559.4610387,381.1778873,823.621666,569.4650155,393.2930022,844.0976509,10.00397685,12.11511487,20.47598493,167.1,167.1,167.1,133.49,133.49,133.49,0.492660296,0.190285094,0.793805996,0.116209921,0.084357833,0.147856561,0.239119285,0,0.553314855,0.087590073,0,0.516259623,0.108336563,0,0.638540321,0.007261427,0,0.104521504,253.1804199,74.65836144,517.336736,257.4620317,77.9623363,522.1824686,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.040882739,0.980072221,1.084630832,0,0,0,2.082226478,0.752435551,3.903945524,2.5754204,0.930656625,4.828629856,0.831692953,0.300541441,1.55933277,257.1554271,79.30934988,536.1012212,260.1102402,85.27379304,539.0859615
MSW,CIP+CRO+NDA,0.1,0.05,0,306.900397,302.7193481,313.9884215,307.2908372,302.8959841,314.1554868,559.3945149,390.0446819,848.4799181,574.382373,396.518844,842.7476205,14.98785814,6.474162188,-5.732297674,167.1,167.1,167.1,133.49,133.49,133.49,0.486324073,0.186207364,0.777799706,0.113211302,0.083725195,0.144991636,0.373395857,0.095602294,0.776221356,0.093853638,0,0.517272727,0.11608371,0,0.639793388,0.013527381,0,0.108288298,253.0289926,82.53676818,544.6587366,257.2348499,88.54665205,546.2441611,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043025928,0.981327103,1.088031053,0,0,0,4.112853456,1.788013663,6.687006517,5.087019496,2.211520653,8.27088368,1.642775785,0.71417705,2.67095643,256.321558,77.95718584,521.7864005,257.7148142,81.17178162,522.1039968
MSW,CIP+CRO+NDA,0.1,0.075,0,306.9982736,302.4856226,313.6786273,307.5404593,303.0673629,314.3530937,563.0719009,377.2238364,831.151692,585.0964255,402.5574426,856.8728312,22.02452457,25.33360617,25.72113919,167.1,167.1,167.1,133.49,133.49,133.49,0.47877197,0.188634647,0.785210651,0.110058509,0.081785178,0.140544951,0.497582519,0.100603622,0.972900102,0.090641761,0,0.507855419,0.112111071,0,0.628145507,0.016576045,0,0.107836957,256.6030578,69.80118877,525.5550077,260.7864721,74.94730807,529.2973908,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.04322479,0.981347956,1.086854229,0,0,0,6.136941929,2.652557937,9.648762677,7.590531386,3.280839954,11.93415822,2.451246976,1.059497498,3.853955375,261.1482248,83.05742129,535.4283925,261.2004503,83.19072954,535.0630357
MSW,CIP+CRO+NDA,0.1,0.1,0,307.026405,302.5249314,313.5709493,307.8188906,303.3202853,314.5301164,564.5002437,381.2614289,828.8179969,596.2769428,413.8005858,862.816827,31.77669912,32.53915695,33.99883005,167.1,167.1,167.1,133.49,133.49,133.49,0.488678945,0.192874357,0.787162222,0.108538442,0.081005917,0.136165385,0.630719547,0.199163819,1.141197701,0.091496772,0,0.51837057,0.113168599,0,0.641151265,0.02216248,0,0.11211246,257.9575292,74.82981228,523.8926794,262.0031905,78.05153127,526.6366061,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044549107,0.980765977,1.090463471,0,0,0,8.292894832,4.243073474,12.31367998,10.25714097,5.248083288,15.23028496,3.312388094,1.694788894,4.918389511,266.2021473,86.7440661,528.0949866,265.0519477,85.34177036,534.1221395
MSW,CIP+CRO+NDA,0.1,0.125,0,307.1904873,302.5774446,314.0997247,308.1116005,303.4716141,314.7503201,569.7556159,382.9215091,858.1927446,608.6775597,418.8658808,884.2187022,38.92194382,35.94437168,26.0259576,167.1,167.1,167.1,133.49,133.49,133.49,0.487863438,0.195215332,0.78838005,0.105212758,0.079815225,0.135931346,0.765527276,0.303015029,1.341255048,0.089611409,0,0.507829615,0.110836671,0,0.62811359,0.022091445,0,0.109919901,263.066485,74.56459612,549.5156282,267.1019108,80.57277465,555.8518235,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044119574,0.978719643,1.088880607,0,0,0,10.42272345,5.37781158,15.27302991,12.89143851,6.651594239,18.89058333,4.163094525,2.148031467,6.10042735,272.5219368,83.68619345,551.1514004,269.938615,81.04779328,548.2049702
MSW,CIP+CRO+NDA,0.1,0.15,0,307.1773159,302.776707,313.6287911,308.3322335,303.769629,315.0118737,570.3138205,393.2716853,830.9797053,617.2102807,432.3411465,892.9753313,46.89646017,39.06946114,61.99562599,167.1,167.1,167.1,133.49,133.49,133.49,0.485604502,0.185746523,0.789026702,0.101374804,0.074288042,0.128264834,0.89832209,0.378577441,1.528562388,0.085048111,0,0.512009869,0.105192514,0,0.633283975,0.028500135,0,0.195855549,263.6005635,83.41996456,523.7212943,267.5021997,90.22191112,528.1425937,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.04364421,0.988378497,1.088320548,0,0,0,12.43454936,6.430262501,17.84970926,15.37978333,7.953327553,22.07757218,4.966667742,2.568406495,7.129617056,275.2411058,93.76127567,550.6055837,271.126108,88.66585849,544.5005232
MSW,CIP+CRO+NDA,0.3,0,0,307.0556894,302.5193522,314.1974506,306.9808658,302.5099691,313.8340146,566.1471732,383.1721659,863.0693764,561.9058041,382.7891728,833.8447369,-4.24136907,-0.382993149,-29.22463953,167.1,167.1,167.1,133.49,133.49,133.49,0.381151386,0.147491594,0.622658643,0.318414187,0.273214833,0.370772939,0.292995035,0,0.677294227,0.248499709,0,0.812945497,0.307359083,0,1.005498892,0.007506831,0,0.105271558,259.5206518,74.66463328,558.3718282,263.5033408,79.98638284,560.4479571,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043991459,0.98217535,1.086483051,0,0,0,0,0,0,0,0,0,0,0,0,255.8530623,76.30457488,528.2099357,259.9608089,80.7247648,532.0412823
MSW,CIP+CRO+NDA,0.3,0.025,0,307.1282546,302.6489436,313.8400256,307.2670846,302.6972941,314.0440101,568.6239877,384.8744709,836.5016483,574.3779815,389.804241,849.360692,5.753993769,4.929770179,12.85904369,167.1,167.1,167.1,133.49,133.49,133.49,0.387518759,0.149873631,0.615296629,0.311307534,0.265529816,0.35529782,0.626384617,0.204488544,1.143690861,0.249805028,0,0.814664663,0.308973578,0,1.007625258,0.01985813,0,0.110628092,261.6867451,77.91039992,528.5073613,265.498691,81.73547476,533.0260637,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044061391,0.978535244,1.088490219,0,0,0,2.021411875,0.694457045,3.674559687,2.500201315,0.858945393,4.544911937,0.807402091,0.277383386,1.467710372,262.5752758,76.58567175,536.1686994,265.2579407,78.94156598,540.0277706
MSW,CIP+CRO+NDA,0.3,0.05,0,306.9848672,302.6066584,313.5552471,307.3129018,303.0024116,314.0932147,562.6755094,386.4006549,825.6129468,576.0829812,397.711187,840.0998268,13.40747182,11.31053214,14.48687992,167.1,167.1,167.1,133.49,133.49,133.49,0.366892933,0.149054986,0.612583727,0.302231538,0.2568981,0.348334547,0.995810306,0.435275015,1.622800508,0.271281611,0,0.976205917,0.335537081,0,1.207428999,0.034217298,0,0.203283206,255.2980608,76.68676226,518.263774,259.0480645,82.07606956,522.9319981,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.04317354,0.980216042,1.086110085,0,0,0,4.103380622,1.681880998,6.870687771,5.075302938,2.08024952,8.498071478,1.6389921,0.671785029,2.744323283,258.0706672,79.52097492,520.7367446,259.5783981,79.89334466,523.8640749
MSW,CIP+CRO+NDA,0.3,0.075,0,307.0031486,302.4493444,313.7247111,307.5080272,302.9498415,314.608415,563.4046667,376.3471151,841.2959017,584.2088216,400.549606,874.501331,20.80415489,24.20249091,33.20542934,167.1,167.1,167.1,133.49,133.49,133.49,0.379405909,0.150689329,0.616589361,0.294756479,0.249948671,0.342255162,1.335513754,0.71853946,2.115804904,0.268482011,0,0.811278222,0.332074371,0,1.003436709,0.043311759,0,0.212556022,255.6577689,67.35000855,533.763211,259.2982169,70.83630816,535.9930044,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044786078,0.986168068,1.087758834,0,0,0,6.192352925,2.798315786,9.668866263,7.65906697,3.46112185,11.95902351,2.473379503,1.117716802,3.861985247,260.2191528,76.98310075,548.9450102,260.3252484,71.83206176,544.9693052
MSW,CIP+CRO+NDA,0.3,0.1,0,307.1208733,302.3925986,314.3206806,307.7969077,303.299206,314.9163954,567.5439227,377.1986,858.6237846,596.1786956,413.4770333,882.8388527,28.63477289,36.27843332,24.21506814,167.1,167.1,167.1,133.49,133.49,133.49,0.380720633,0.150647262,0.619548827,0.287615562,0.242115062,0.333034119,1.6733825,0.914134098,2.519399381,0.28470604,0,1.003497268,0.352141206,0,1.24118455,0.057279312,0,0.221267263,259.4215261,70.45014168,553.0461493,262.9517146,72.54535934,555.3212195,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044660086,0.981090876,1.089283357,0,0,0,8.242693166,4.021391823,12.20683102,10.19504859,4.97389436,15.09812787,3.292336302,1.606243738,4.875711385,266.3063747,82.71137474,552.7096012,265.0881088,79.77485802,558.4504696
MSW,CIP+CRO+NDA,0.3,0.125,0,306.9012496,302.7735078,313.1292962,307.7914802,303.4823126,314.3308014,559.3416016,391.0304649,814.8751904,596.2313133,422.4299402,859.3098321,36.8897117,31.39947527,44.43464162,167.1,167.1,167.1,133.49,133.49,133.49,0.37752283,0.148077546,0.619004242,0.278741183,0.237338463,0.322332853,2.035112123,1.198191958,2.929820575,0.284279052,0,0.95946564,0.351613082,0,1.186723638,0.06812202,0,0.285726258,250.7190518,83.05533747,508.7973283,254.3008011,86.39947168,509.1655401,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044476031,0.979275729,1.087853017,0,0,0,10.2154345,5.247030174,15.22886905,12.63505131,6.489836091,18.83596257,4.08029817,2.095794126,6.082788404,260.3781088,85.87123156,520.7441215,257.9588723,81.32572999,525.5651748
MSW,CIP+CRO+NDA,0.3,0.15,0,307.0488545,302.5801092,313.691543,308.0916532,303.6729937,314.4550703,565.4123918,382.9939362,850.6345739,607.8644357,428.2082769,869.4152011,42.45204396,45.2143407,18.78062714,167.1,167.1,167.1,133.49,133.49,133.49,0.379801255,0.145558617,0.621207067,0.270627543,0.223370421,0.314253858,2.368627527,1.456175234,3.326413498,0.284345531,0,0.825362637,0.351695307,0,1.020857143,0.080426514,0,0.295728782,256.5952359,75.89489183,540.3888099,259.9268911,78.1635283,544.9329289,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043771938,0.979525728,1.086976865,0,0,0,12.37856446,6.601973185,17.35762127,15.31053791,8.165709444,21.46892875,4.944305983,2.636992005,6.933064893,266.0706627,86.86607836,525.9040948,261.8313565,81.5287292,526.7320049
MSW,CIP+CRO+NDA,0.5,0,0,307.0541131,302.6304451,314.3073035,306.982008,302.532593,313.606494,565.7880573,383.2894807,864.2355957,562.8246575,378.1268189,830.62399,-2.963399759,-5.162661858,-33.61160567,167.1,167.1,167.1,133.49,133.49,133.49,0.275745523,0.104446798,0.449767369,0.515498703,0.456923077,0.570509778,0.474457046,0.102040816,0.935648592,0.414739774,0,1.254308617,0.51297459,0,1.551402806,0.013968556,0,0.109246862,258.29018,74.1036049,555.4581326,262.2087227,78.73650477,560.151162,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043414089,0.981399107,1.088335531,0,0,0,0,0,0,0,0,0,0,0,0,256.6473635,73.50694743,523.416379,260.8775703,76.23527828,528.6488203
MSW,CIP+CRO+NDA,0.5,0.025,0,307.1589623,302.5740403,313.659469,307.292607,302.8336447,313.9207967,569.5644993,384.4289585,833.1445755,575.1358197,392.5744608,840.7524628,5.571320388,8.145502358,7.607887278,167.1,167.1,167.1,133.49,133.49,133.49,0.26873685,0.106180688,0.447145331,0.503978713,0.449230934,0.557336465,1.032863904,0.445311657,1.724231027,0.426053163,0,1.20151751,0.526967656,0,1.486107653,0.032034373,0,0.200464513,261.4943953,75.02433104,526.7928406,265.2852969,79.49168323,527.9321317,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042626746,0.981164151,1.087415898,0,0,0,2.070046696,0.539453673,4.104684544,2.560355727,0.667228089,5.076915705,0.826828046,0.215471191,1.639512919,262.8917521,80.83757821,526.7307928,265.874081,83.94745203,531.2777611
