Group,Strategy,cip_res,cro_res,nda_res,cost_with_test_mean,cost_with_test_lower,cost_with_test_upper,cost_without_test_mean,cost_without_test_lower,cost_without_test_upper,cost_with_test_mean_ng,cost_with_test_lower_ng,cost_with_test_upper_ng,cost_without_test_mean_ng,cost_without_test_lower_ng,cost_without_test_upper_ng,median,low,high,cost_with_test_ng_init_visit_mean,cost_with_test_ng_init_visit_lower,cost_with_test_ng_init_visit_upper,cost_with_test_ng_init_diag_mean,cost_with_test_ng_init_diag_lower,cost_with_test_ng_init_diag_upper,cost_with_test_ng_cip_mean,cost_with_test_ng_cip_lower,cost_with_test_ng_cip_upper,cost_with_test_ng_cro_mean,cost_with_test_ng_cro_lower,cost_with_test_ng_cro_upper,cost_with_test_ng_nda_mean,cost_with_test_ng_nda_lower,cost_with_test_ng_nda_upper,cost_with_test_ng_follow_visit_mean,cost_with_test_ng_follow_visit_lower,cost_with_test_ng_follow_visit_upper,cost_with_test_ng_follow_diag_mean,cost_with_test_ng_follow_diag_lower,cost_with_test_ng_follow_diag_upper,cost_with_test_ng_follow_drugs_mean,cost_with_test_ng_follow_drugs_lower,cost_with_test_ng_follow_drugs_upper,cost_with_test_ng_partner_total_mean,cost_with_test_ng_partner_total_lower,cost_with_test_ng_partner_total_upper,cost_with_test_ng_complications_mean,cost_with_test_ng_complications_lower,cost_with_test_ng_complications_upper,cost_without_test_ng_init_visit_mean,cost_without_test_ng_init_visit_lower,cost_without_test_ng_init_visit_upper,cost_without_test_ng_init_diag_mean,cost_without_test_ng_init_diag_lower,cost_without_test_ng_init_diag_upper,cost_without_test_ng_cip_mean,cost_without_test_ng_cip_lower,cost_without_test_ng_cip_upper,cost_without_test_ng_cro_mean,cost_without_test_ng_cro_lower,cost_without_test_ng_cro_upper,cost_without_test_ng_nda_mean,cost_without_test_ng_nda_lower,cost_without_test_ng_nda_upper,cost_without_test_ng_follow_visit_mean,cost_without_test_ng_follow_visit_lower,cost_without_test_ng_follow_visit_upper,cost_without_test_ng_follow_diag_mean,cost_without_test_ng_follow_diag_lower,cost_without_test_ng_follow_diag_upper,cost_without_test_ng_follow_drugs_mean,cost_without_test_ng_follow_drugs_lower,cost_without_test_ng_follow_drugs_upper,cost_without_test_ng_partner_total_mean,cost_without_test_ng_partner_total_lower,cost_without_test_ng_partner_total_upper,cost_without_test_ng_complications_mean,cost_without_test_ng_complications_lower,cost_without_test_ng_complications_upper
MSM,CIP+CRO+NDA,0.1,0.1,0,303.3413216,301.6211236,305.6789421,304.6142371,302.6979658,307.074458,361.0981814,323.6444844,412.3713549,389.0370941,347.5996542,444.2704189,27.93891271,23.9551698,31.89906405,167.1,167.1,167.1,133.49,133.49,133.49,0.474476496,0.189738815,0.784978265,0.107500017,0.086071801,0.132152265,0.635029674,0.283109712,1.02711057,0.081375606,0,0.293893132,0.100650144,0,0.363504342,0.01835651,0,0.110866264,54.56082617,19.82699205,102.4078954,58.66413472,20.97296724,110.3553445,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043109521,0.982115944,1.086647542,0,0,0,7.169251802,3.697119923,10.50444489,8.867353064,4.572815767,12.9925164,2.86357717,1.47672149,4.195736097,61.23933366,25.5606388,109.3523457,62.03987182,21.95252875,116.0970598
MSM,CIP+CRO+NDA,0.1,0.125,0,303.2928045,301.582804,305.7777303,304.8734268,302.9627206,307.5854123,360.0245681,321.9388262,415.1996088,394.9464431,352.6277068,454.2719525,34.92187499,30.68888061,39.07234365,167.1,167.1,167.1,133.49,133.49,133.49,0.486654888,0.190064303,0.787781685,0.104612511,0.08249161,0.124985456,0.762079064,0.385876917,1.1879147,0.084170601,0,0.395732248,0.104107159,0,0.489464962,0.024411141,0,0.113639596,53.40895181,18.36291171,104.0581055,57.38518639,19.2481013,112.875876,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043264077,0.985952786,1.086339346,0,0,0,9.007510585,4.830600345,12.77390935,11.14101984,5.974771141,15.79952376,3.597823369,1.929461713,5.102216547,61.82095696,25.30865835,112.1474118,61.48015186,20.13981574,119.4947303
MSM,CIP+CRO+NDA,0.1,0.15,0,303.3571268,301.6659245,305.7631751,305.26309,303.1806834,307.8693382,361.4598552,323.9797566,413.5171144,403.6229877,358.3405873,459.4273884,42.16313249,34.3608307,45.91027398,167.1,167.1,167.1,133.49,133.49,133.49,0.490842425,0.195273126,0.777890867,0.102401528,0.082453447,0.124282236,0.895409268,0.476682304,1.344479687,0.083417043,0,0.294558543,0.103175113,0,0.364327363,0.027844832,0,0.11587678,54.63812719,20.30054764,102.0357577,58.64609815,21.36050315,111.1393074,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044082449,0.983746872,1.086471059,0,0,0,10.81277472,5.907799622,15.4045916,13.3738769,7.307114679,19.05330657,4.318890686,2.359721849,6.152976352,64.89678823,29.25827459,112.6597988,63.74612312,23.62385812,121.0362198
MSM,CIP+CRO+NDA,0.3,0,0,303.3291032,301.5281992,305.6281167,303.2997246,301.5236574,305.6347803,360.9439669,321.272568,411.129561,360.3226047,320.8360055,410.4911117,-0.621362208,-0.436562502,-0.638449312,167.1,167.1,167.1,133.49,133.49,133.49,0.37931089,0.15164921,0.610354288,0.318842455,0.284325631,0.356066353,0.284482524,0.055928412,0.5624614,0.226532419,0,0.645933485,0.280188644,0,0.798928595,0.008646267,0,0.058612492,54.36551054,18.03636121,101.0798139,58.40275019,19.04425169,108.2998751,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043617629,0.980055789,1.087851825,0,0,0,0,0,0,0,0,0,0,0,0,54.20561941,17.90444034,101.7459858,58.37642333,18.90878521,108.5343314
MSM,CIP+CRO+NDA,0.3,0.025,0,303.3590916,301.5862177,305.9839756,303.6398984,301.8083514,306.2458003,361.5736243,322.528809,418.2436294,367.6328058,327.2754287,425.7791294,6.059181452,4.746619715,7.535500003,167.1,167.1,167.1,133.49,133.49,133.49,0.3754214,0.148483748,0.613943788,0.310045258,0.273195886,0.345204013,0.630647223,0.316682616,1.013542079,0.217802305,0,0.672378614,0.269390724,0,0.831637489,0.019351139,0,0.110638323,54.4812871,18.55044354,106.5894998,58.61246836,19.28529483,114.6973811,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042014622,0.974121253,1.084983582,0,0,0,1.776346159,0.646545568,3.050527203,2.197089597,0.799685655,3.773071792,0.709516759,0.258246352,1.218456304,56.03226891,19.49695111,109.2014836,59.4303287,19.32324047,116.3907424
MSM,CIP+CRO+NDA,0.3,0.05,0,303.3736337,301.5811561,305.9070319,303.949303,302.0334614,306.6721873,361.9693745,322.1491606,415.4633475,374.5700762,333.9476442,431.4576715,12.60070171,11.79848357,15.994324,167.1,167.1,167.1,133.49,133.49,133.49,0.373206214,0.149624915,0.610452923,0.302197542,0.264446336,0.335191099,0.978407711,0.553082066,1.447833556,0.217784936,0,0.681103512,0.269369241,0,0.842428956,0.03216905,0,0.117640317,54.66801005,17.54041819,107.5154542,58.52941159,18.32170447,112.8764916,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.045079282,0.985832684,1.086522219,0,0,0,3.548194095,1.597148541,5.55130212,4.388615527,1.975447425,6.866177562,1.417236817,0.637940782,2.217327896,57.77918259,21.55883685,111.3085371,60.0675024,18.91002165,117.8031482
MSM,CIP+CRO+NDA,0.3,0.075,0,303.3810314,301.6828917,305.5406755,304.2604006,302.4780344,306.6955195,362.0672223,324.4382493,409.1929988,381.4463942,341.951387,432.2541143,19.37917195,17.5131377,23.06111557,167.1,167.1,167.1,133.49,133.49,133.49,0.3661305,0.146631646,0.613213284,0.29529668,0.262001551,0.32993867,1.333213684,0.803657036,1.87683862,0.232157538,0,0.683315613,0.287146122,0,0.845165013,0.044615549,0,0.165750749,54.35284915,19.86195766,98.17348706,58.13328802,20.78271655,105.4938261,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042999697,0.98651214,1.087064556,0,0,0,5.367543034,2.826225946,8.094132981,6.638893497,3.49564278,10.0113006,2.143929954,1.128864813,3.232997676,59.09241597,24.44193416,103.2958025,60.61364574,21.30661707,110.2560882
MSM,CIP+CRO+NDA,0.3,0.1,0,303.4636952,301.6645876,305.8939773,304.6236219,302.674241,307.170858,363.7872252,324.1332658,415.9305892,389.4949311,346.3918278,445.1426525,25.70770586,22.25856196,29.21206332,167.1,167.1,167.1,133.49,133.49,133.49,0.383743988,0.153291054,0.61398672,0.285235851,0.250414843,0.320698416,1.680303,1.123342309,2.255239828,0.245246496,0,0.683371866,0.303335317,0,0.84523459,0.051420939,0,0.170001417,55.49725614,19.34023964,104.1597765,59.34314103,19.58308621,112.5958028,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.041230322,0.982754294,1.085878407,0,0,0,7.041442594,3.592164214,10.15870447,8.709271105,4.443000361,12.56488427,2.812526999,1.434799574,4.057638786,61.83406107,24.8682113,110.9580898,62.76157267,21.30404368,119.057816
MSM,CIP+CRO+NDA,0.3,0.125,0,303.4096093,301.686206,305.7351527,304.8748393,302.8550692,307.3196933,362.6119321,324.6466128,413.5154968,395.0956295,351.3833707,452.0043264,32.48369736,26.73675794,38.48882956,167.1,167.1,167.1,133.49,133.49,133.49,0.376898868,0.15003035,0.619544449,0.278683037,0.245571979,0.312039929,2.010749531,1.393645863,2.665653715,0.237940797,0,0.690934695,0.294299198,0,0.854588743,0.063592651,0,0.216317916,54.21832819,19.22310444,100.3646137,57.73701925,19.80704618,108.411727,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042919626,0.985635736,1.085447482,0,0,0,8.818226189,4.538552967,12.83569202,10.90690175,5.613549735,15.87594021,3.522218481,1.812810739,5.126894082,62.26299973,27.51274205,110.0387192,62.00954632,21.33488462,117.9194871
MSM,CIP+CRO+NDA,0.3,0.15,0,303.4201961,301.7407685,305.7135241,305.1971382,303.1166514,307.7131793,362.9257258,325.7081904,413.5690286,402.0202816,356.3763762,457.0813583,39.09455572,30.66818586,43.51232965,167.1,167.1,167.1,133.49,133.49,133.49,0.380979413,0.147670654,0.621946379,0.270865652,0.235562972,0.305286695,2.384368029,1.686490848,3.114404836,0.256214417,0,0.719425287,0.316901088,0,0.889827586,0.077986577,0,0.227287232,54.21797925,19.79400869,100.681991,57.53921781,20.12741036,109.5074914,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044030501,0.979839576,1.088687432,0,0,0,10.6995602,5.908372963,15.20766356,13.2338465,7.307823821,18.80973437,4.273669993,2.359950856,6.074318404,63.66319892,28.00789,110.0941736,62.52819354,22.25380647,117.1983878
MSM,CIP+CRO+NDA,0.5,0,0,303.375304,301.6069988,305.7892769,303.3043486,301.5275833,305.7051111,361.9317297,322.8829484,415.7418097,360.2969808,321.1626707,413.4186799,-1.634748866,-1.720277623,-2.323129844,167.1,167.1,167.1,133.49,133.49,133.49,0.27064892,0.107667297,0.444889344,0.517100418,0.471675572,0.559937931,0.466403313,0.162333275,0.815306389,0.358632509,0,0.881549296,0.443577819,0,1.090352113,0.013421109,0,0.062017055,54.65179941,18.97423507,103.1432543,58.63537967,19.58148812,112.8180176,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043758497,0.985190541,1.086279372,0,0,0,0,0,0,0,0,0,0,0,0,54.2000508,18.51091273,102.6062711,58.35232519,19.24593301,111.6473162
MSM,CIP+CRO+NDA,0.5,0.025,0,303.3838895,301.6190951,305.732268,303.6070834,301.8231542,306.0188417,361.9678737,323.6830218,412.8616973,367.0069996,327.9019193,419.0004608,5.03912598,4.218897484,6.138763427,167.1,167.1,167.1,133.49,133.49,133.49,0.276722054,0.106955238,0.442676923,0.505194272,0.461088905,0.547052761,1.017970308,0.58336281,1.473773923,0.362609328,0,0.930261794,0.448496583,0,1.1506026,0.032048195,0,0.11793417,54.24166064,19.09370337,101.7895404,57.90279732,19.98930946,109.0983452,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044321978,0.980342788,1.088876561,0,0,0,1.839231756,0.792236782,3.238028937,2.27487021,0.979885133,4.004984984,0.734634828,0.316439041,1.293349152,55.44871627,20.13343521,103.0724053,58.64062912,20.02729943,110.9498924
MSM,CIP+CRO+NDA,0.5,0.05,0,303.4704536,301.7855659,305.8089529,303.9791369,302.2096743,306.5137068,364.0109611,327.2254823,413.6486987,375.1229413,336.0500573,426.4470833,11.1119802,8.824574995,12.79838463,167.1,167.1,167.1,133.49,133.49,133.49,0.277810895,0.104915652,0.443423094,0.490446105,0.444477384,0.532115578,1.592636065,1.028000189,2.171794045,0.381160581,0,0.945341019,0.471441865,0,1.169253475,0.048247882,0,0.169991146,55.42970874,21.10163372,101.6796707,59.15109128,22.15981554,109.0820785,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043041074,0.982303579,1.087649616,0,0,0,3.53739159,1.610148959,5.677418981,4.375254353,1.991527107,7.022166328,1.412922028,0.643133471,2.267702102,58.1700362,24.38449537,104.8946698,60.70153373,22.82196635,113.8716877
MSM,CIP+CRO+NDA,0.5,0.075,0,303.3794832,301.6784052,305.8236736,304.1792843,302.374925,306.7647545,361.9145364,324.1862435,414.7458367,379.4880534,339.8668599,436.3605127,17.57351701,15.6806164,21.61467599,167.1,167.1,167.1,133.49,133.49,133.49,0.273517364,0.107971711,0.446056253,0.478298349,0.434237828,0.516145655,2.159318696,1.464310754,2.862306695,0.382732329,0,0.939337395,0.473385896,0,1.161827839,0.069887373,0,0.21979235,53.04208109,18.25525974,102.9978404,56.31215814,18.79286017,109.903038,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043075957,0.984579432,1.085676977,0,0,0,5.388476424,2.784640522,8.102312206,6.664785147,3.444207477,10.02141715,2.15229127,1.112254562,3.236264661,57.36269034,22.08637166,107.2802554,58.65963418,20.16768303,115.3522229
MSM,CIP+CRO+NDA,0.5,0.1,0,303.5669211,301.767398,306.075174,304.6746434,302.7567701,307.2998326,366.0013529,326.1941209,422.356626,390.5044104,348.4866122,448.2769353,24.50305752,22.29249131,25.92030927,167.1,167.1,167.1,133.49,133.49,133.49,0.270126338,0.107354264,0.442927443,0.464982082,0.423295101,0.505781052,2.720913952,2.014801521,3.4394731,0.398015124,0,0.954636025,0.492288558,0,1.180750086,0.084194294,0.001166621,0.229274376,56.18746542,19.51837817,108.5794247,59.6023404,19.61023068,116.0669581,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042939136,0.987308518,1.086424815,0,0,0,7.247750709,3.768595985,10.41978368,8.964445138,4.661221571,12.88780242,2.894931582,1.505270804,4.161920305,62.3104748,25.381148,113.4945526,63.03936019,20.98781977,122.2233323
MSM,CIP+CRO+NDA,0.5,0.125,0,303.5641032,301.7226258,306.0615248,304.9374169,302.8693812,307.4733269,365.9892318,325.9913818,420.747696,396.2630763,351.0471471,452.6001665,30.2738445,25.05576528,31.85247049,167.1,167.1,167.1,133.49,133.49,133.49,0.267241981,0.106275146,0.439107882,0.451985548,0.412643411,0.492938548,3.302676458,2.529507489,4.099799309,0.402337335,0,0.942291285,0.497634523,0,1.165481384,0.104481536,0.001190923,0.268101678,55.68922308,18.68047962,106.2447297,58.83510059,18.8037122,114.2725937,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043458534,0.980476291,1.085515888,0,0,0,8.944527041,4.772765471,13.01301032,11.06311808,5.903237561,16.09525793,3.572666177,1.906361029,5.197719411,63.08643354,26.5697569,113.0882011,62.92923858,19.91242749,120.7225037
MSM,CIP+CRO+NDA,0.5,0.15,0,303.5985055,301.8220713,306.0752729,305.2458911,303.2542629,308.0125826,366.7323545,327.8091701,420.1874398,403.1191126,358.4930197,462.1069927,36.38675811,30.68384955,41.91955286,167.1,167.1,167.1,133.49,133.49,133.49,0.268449988,0.104613135,0.443123394,0.438116275,0.392496225,0.478935854,3.85145451,2.98902904,4.724994349,0.421008149,0,0.990152295,0.520727685,0,1.224678701,0.121255498,0.001194833,0.315989336,55.81694797,20.58322242,105.1621093,58.83513682,20.10456202,111.884209,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043099765,0.977234047,1.08655461,0,0,0,10.68005451,5.763949277,15.11998415,13.20972072,7.129192096,18.70128731,4.265878937,2.30226445,6.03929707,64.71908356,28.14448769,113.2369219,63.71163312,21.933915,122.152557
MSM,CIP+CRO+NDA,0.7,0,0,303.4576958,301.7485364,306.0125016,303.349811,301.6472069,305.8183278,363.6984784,326.1856625,418.17973,361.3126717,324.3215561,416.4622613,-2.385806657,-1.864106479,-1.717468668,167.1,167.1,167.1,133.49,133.49,133.49,0.166198923,0.064374517,0.271514721,0.714375183,0.665745774,0.759631976,0.634973645,0.280875285,1.031026099,0.499433027,0,1.116494923,0.617728196,0,1.380946709,0.018149063,0,0.107327001,55.69244187,20.64470063,107.7502915,59.63833304,21.96771989,114.0986021,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043305099,0.98508042,1.085236535,0,0,0,0,0,0,0,0,0,0,0,0,55.14917816,20.58172553,106.4119646,59.36972969,22.37262078,114.481839
MSM,CIP+CRO+NDA,0.7,0.025,0,303.4426055,301.5901937,305.7437573,303.6156999,301.7416416,306.0043368,363.4322254,322.7158389,414.0356304,367.1977694,326.5733479,419.6822214,3.765544013,3.857509072,5.646590989,167.1,167.1,167.1,133.49,133.49,133.49,0.169218926,0.06559054,0.272365643,0.695636007,0.64336364,0.74176611,1.419181511,0.920590315,1.98019802,0.498949744,0,1.112897808,0.617130443,0,1.376497584,0.043208238,0.001194833,0.157046392,54.63286855,17.47508739,103.1258434,58.31067667,17.90795195,110.0345264,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042436561,0.982473337,1.086113797,0,0,0,1.780590279,0.700876257,2.977496238,2.202338976,0.866885052,3.682742791,0.711211967,0.279947378,1.189285924,55.61732971,18.98858965,104.4451632,58.98562783,17.94839258,112.0221032
MSM,CIP+CRO+NDA,0.7,0.05,0,303.5663569,301.7235745,306.006669,304.0125422,302.1170002,306.5666694,366.1091145,325.5366259,420.1690588,375.8467208,333.4184901,430.5211238,9.737606291,7.881864178,10.352065,167.1,167.1,167.1,133.49,133.49,133.49,0.167389968,0.0654046,0.273186665,0.679494481,0.628988855,0.725124928,2.205060239,1.538441145,2.9180804,0.519091697,0,1.160450804,0.642043197,0,1.435313932,0.068305982,0.001161058,0.222006693,56.41409508,18.94071084,107.2240481,59.91061641,19.39461618,113.7572662,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043020725,0.985043964,1.085232469,0,0,0,3.570136819,1.676517857,5.576353753,4.415755581,2.073616071,6.897162898,1.426001286,0.669642857,2.22733414,58.80457849,22.10035742,108.6084814,61.32145379,19.62701595,117.1942282
MSM,CIP+CRO+NDA,0.7,0.075,0,303.5593385,301.747262,306.0755665,304.2850824,302.3082874,306.8470655,365.9943092,326.0120869,420.9482333,381.9660088,339.4177741,437.4490035,15.97169968,13.40568722,16.50077021,167.1,167.1,167.1,133.49,133.49,133.49,0.16364858,0.063300171,0.27413626,0.662497044,0.615637427,0.707705189,2.966787355,2.209236614,3.753127696,0.557350704,0.12997283,1.246539245,0.689364191,0.160758054,1.541793189,0.095663034,0.002341343,0.266667968,55.62740566,18.94938436,106.5618344,58.69702393,19.03606722,113.5921598,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044689117,0.99045,1.086206893,0,0,0,5.393342991,2.925211641,8.048457258,6.670804404,3.618074121,9.954806178,2.154235098,1.168402157,3.214753658,59.6156474,21.84074381,110.8841222,61.0609334,19.66771992,118.1614886
MSM,CIP+CRO+NDA,0.7,0.1,0,303.6450885,301.8211869,305.8777224,304.6533518,302.6531042,307.0283484,367.781019,327.4099489,416.474781,390.0400353,346.5358865,442.656559,22.25901626,19.12593759,26.18177799,167.1,167.1,167.1,133.49,133.49,133.49,0.164504677,0.065065169,0.2718266,0.644649197,0.595360744,0.690074031,3.770715587,2.894244941,4.757103462,0.573825712,0.13259543,1.235396823,0.709741452,0.164001841,1.528011584,0.119707947,0.002331088,0.321341208,56.44958104,19.85369566,101.7575359,59.34409579,18.90105345,109.1909049,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044464459,0.980281092,1.08747181,0,0,0,7.243357064,3.94381705,10.40998942,8.959010818,4.87794531,12.87568831,2.893176651,1.575258448,4.158008238,62.01596759,25.21370092,107.0112991,62.49752563,20.99753179,112.4968148
MSM,CIP+CRO+NDA,0.7,0.125,0,303.5907864,301.8722438,305.9816711,304.8438327,302.9503957,307.31202,366.4942323,328.8570028,417.1593107,394.2822445,353.2521779,447.7989811,27.78801213,24.39517503,30.63967032,167.1,167.1,167.1,133.49,133.49,133.49,0.162447375,0.063104891,0.270303018,0.627169502,0.579994015,0.670476938,4.541449756,3.625401855,5.555555556,0.538010633,0,1.214427781,0.665443252,0,1.502075837,0.141062646,0.002431411,0.33806427,54.74134384,20.19824393,102.7594989,57.15931038,19.74187848,107.6282475,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044610506,0.990015628,1.086598392,0,0,0,8.867735299,4.586128087,12.80305443,10.96813753,5.672393448,15.83557211,3.541993649,1.831813424,5.113857815,61.53714964,26.82343294,110.1847392,61.24121236,21.16130777,115.9651945
MSM,CIP+CRO+NDA,0.7,0.15,0,303.7245273,301.9830137,306.1237298,305.2808632,303.3155191,307.9167438,369.4541082,331.4354216,421.8336238,403.9446196,360.0342104,461.8684329,34.49051147,28.59878874,40.03480913,167.1,167.1,167.1,133.49,133.49,133.49,0.166978471,0.065960731,0.274130135,0.608065388,0.560291795,0.65074148,5.31834004,4.270070891,6.464136132,0.57986571,0.133011115,1.229934498,0.717212078,0.164515985,1.521255459,0.171258764,0.003704116,0.386281295,56.59398228,21.68085972,103.6037818,59.01825996,20.71006961,112.1159017,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.04364255,0.986366718,1.086878152,0,0,0,10.86874658,6.263581516,15.48233794,13.44310619,7.747166688,19.14946783,4.341247235,2.501829971,6.184030171,65.03681959,28.93524127,113.0617864,63.8685154,22.12430021,120.506404
MSW,CIP,0.1,0,0,306.953308,302.5706844,313.7460566,306.9764911,302.4233956,313.4733233,560.9481966,380.3518447,840.1315994,562.2082232,376.9431653,855.4290829,1.260026558,-3.408679355,15.29748352,167.1,167.1,167.1,133.49,133.49,133.49,0.475559033,0.190902921,0.779330876,0.121732216,0.09081303,0.153025791,0,0,0,0.085826203,0,0.502756212,0.106154905,0,0.621838507,7.61E-04,0,0.004458056,254.9374131,76.86271588,534.8174995,259.3136631,78.79435732,538.8554825,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043066999,0.976596257,1.089820212,0,0,0,0,0,0,0,0,0,0,0,0,256.0440594,71.42196914,548.0671954,260.2639938,75.12884269,553.4186892
MSW,CIP,0.1,0.025,0,307.0463621,302.5070877,314.2728379,307.2530168,302.7630594,314.5320284,566.1276106,379.422191,859.911328,574.2520898,388.6668999,870.0126231,8.124479199,9.244708873,10.10129509,167.1,167.1,167.1,133.49,133.49,133.49,0.489864511,0.191625399,0.788049085,0.122831516,0.09172057,0.154177103,0,0,0,0.327513182,0,1.017723577,0.405087601,0,1.258780488,0.098464435,0,0.325468804,259.7408684,74.63436231,556.9596916,263.611849,78.08099551,556.062724,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044714614,0.977453115,1.089619424,0,0,0,2.073493803,0.727616084,3.855845153,2.564619312,0.899958446,4.769136484,0.828204906,0.290627929,1.540120288,262.3785976,76.7961882,556.7332087,264.8613745,78.60543356,559.4855454
MSW,CIP,0.1,0.05,0,307.1832502,302.7027454,313.5996895,307.4585612,302.9721845,314.1509315,570.7537451,387.3006413,838.4300138,582.7651774,399.5148488,848.5692813,12.01143225,12.21420747,10.13926755,167.1,167.1,167.1,133.49,133.49,133.49,0.483862491,0.190808815,0.790810614,0.122651727,0.092134387,0.155980253,0,0,0,0.586877785,0,1.496175299,0.725885025,0,1.850557769,0.201729388,0,0.525359255,263.4152855,80.59858442,531.0316621,267.3470717,83.49476865,534.7095044,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044702682,0.985116723,1.087165155,0,0,0,4.097227084,1.690599213,6.732930821,5.067691878,2.091032722,8.327685565,1.636534224,0.6752673,2.689299737,264.7522472,82.88045253,530.876392,266.179387,81.50786953,531.1440629
MSW,CIP,0.1,0.075,0,307.2567114,302.5839862,314.5770232,307.8000066,303.2136543,314.6222086,573.5341116,380.9949894,861.098466,596.3007725,411.1774433,871.9156264,22.76666097,30.18245396,10.81716042,167.1,167.1,167.1,133.49,133.49,133.49,0.499392722,0.192031293,0.782873231,0.122903211,0.092698214,0.156207227,0,0,0,0.82331971,0,1.868861538,1.01833033,0,2.31151807,0.296057447,0,0.68337686,265.5446627,75.30301273,554.2005656,269.2687641,76.99665772,555.2357357,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044074845,0.979535323,1.087766437,0,0,0,6.162101592,2.954892704,9.423020233,7.621650339,3.654785408,11.65494666,2.46129637,1.180257511,3.763788238,272.3742496,84.63568791,547.8252433,272.4824422,85.07421416,547.0496529
MSW,CIP,0.1,0.1,0,307.1524265,302.6804396,314.4300559,307.8442753,303.4198643,314.7124636,569.0605798,387.2645493,846.0951652,597.8915019,418.7967918,871.7548336,28.83092209,31.53224259,25.65966838,167.1,167.1,167.1,133.49,133.49,133.49,0.495215472,0.188546258,0.793550741,0.121630686,0.092302905,0.154166667,0,0,0,1.03181243,0,2.299460066,1.276206412,0,2.844107701,0.381187019,0,0.856640197,260.3160564,77.61307145,539.8714299,264.0501805,82.05178274,540.5850835,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043706752,0.979122755,1.086431176,0,0,0,8.293541756,4.2215101,12.25408085,10.25794113,5.221412437,15.15656925,3.312646491,1.686175947,4.894584139,267.6777322,84.68008161,539.1147668,266.4120713,85.2541675,540.1115675
MSW,CIP,0.1,0.125,0,307.4246842,302.6249671,314.2645293,308.1930393,303.5297703,314.6302223,580.6782754,386.1825896,860.012479,611.7827017,421.2895626,870.9330252,31.10442636,35.10697299,10.9205462,167.1,167.1,167.1,133.49,133.49,133.49,0.483876639,0.193971502,0.787279561,0.121714121,0.09109053,0.154506461,0,0,0,1.28392261,0.255417673,2.581567525,1.588031137,0.315915628,3.193034829,0.482759018,0.1,1.002271894,271.1599255,75.80298463,549.6886259,274.7598058,77.8914064,553.3830297,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043280599,0.98125442,1.087701142,0,0,0,10.19204968,4.995840748,14.83431853,12.60612759,6.179150208,18.34795924,4.070957694,1.995462833,5.92519513,275.8911797,89.67415388,531.5442123,273.4618993,86.26254724,529.7516028
MSW,CIP,0.1,0.15,0,307.0182294,302.5293273,314.0804177,308.1388117,303.5941533,315.108496,563.6784981,378.8202685,856.3560833,609.8812838,422.4173851,897.8666538,46.20278563,43.59711657,41.51057054,167.1,167.1,167.1,133.49,133.49,133.49,0.486825287,0.188641936,0.791918667,0.12225728,0.091977099,0.155331913,0,0,0,1.522873914,0.268471741,2.97419981,1.883580189,0.332061668,3.678665574,0.579569277,0.103867706,1.139077154,253.7107997,68.79607768,547.1420018,256.8313449,70.4479184,549.943997,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044868507,0.984856652,1.090715215,0,0,0,12.35112999,6.473381123,17.417017,15.27660533,8.006659205,21.54239289,4.933347974,2.585629143,6.956789024,268.1355326,79.72247037,550.9045276,263.6509318,72.66959951,547.2797556
