group,panel,cip_res,cro_res,nda_res,cost_with_test_mean,cost_with_test_lower,cost_with_test_upper,cost_without_test_mean,cost_without_test_lower,cost_without_test_upper,cost_with_test_mean_ng,cost_with_test_lower_ng,cost_with_test_upper_ng,cost_without_test_mean_ng,cost_without_test_lower_ng,cost_without_test_upper_ng,,,,cost_with_test_ng_init_visit_mean,cost_with_test_ng_init_visit_lower,cost_with_test_ng_init_visit_upper,cost_with_test_ng_init_diag_mean,cost_with_test_ng_init_diag_lower,cost_with_test_ng_init_diag_upper,cost_with_test_ng_cip_mean,cost_with_test_ng_cip_lower,cost_with_test_ng_cip_upper,cost_with_test_ng_cro_mean,cost_with_test_ng_cro_lower,cost_with_test_ng_cro_upper,cost_with_test_ng_nda_mean,cost_with_test_ng_nda_lower,cost_with_test_ng_nda_upper,cost_with_test_ng_follow_visit_mean,cost_with_test_ng_follow_visit_lower,cost_with_test_ng_follow_visit_upper,cost_with_test_ng_follow_diag_mean,cost_with_test_ng_follow_diag_lower,cost_with_test_ng_follow_diag_upper,cost_with_test_ng_follow_drugs_mean,cost_with_test_ng_follow_drugs_lower,cost_with_test_ng_follow_drugs_upper,cost_with_test_ng_partner_total_mean,cost_with_test_ng_partner_total_lower,cost_with_test_ng_partner_total_upper,cost_with_test_ng_complications_mean,cost_with_test_ng_complications_lower,cost_with_test_ng_complications_upper,cost_without_test_ng_init_visit_mean,cost_without_test_ng_init_visit_lower,cost_without_test_ng_init_visit_upper,cost_without_test_ng_init_diag_mean,cost_without_test_ng_init_diag_lower,cost_without_test_ng_init_diag_upper,cost_without_test_ng_cip_mean,cost_without_test_ng_cip_lower,cost_without_test_ng_cip_upper,cost_without_test_ng_cro_mean,cost_without_test_ng_cro_lower,cost_without_test_ng_cro_upper,cost_without_test_ng_nda_mean,cost_without_test_ng_nda_lower,cost_without_test_ng_nda_upper,cost_without_test_ng_follow_visit_mean,cost_without_test_ng_follow_visit_lower,cost_without_test_ng_follow_visit_upper,cost_without_test_ng_follow_diag_mean,cost_without_test_ng_follow_diag_lower,cost_without_test_ng_follow_diag_upper,cost_without_test_ng_follow_drugs_mean,cost_without_test_ng_follow_drugs_lower,cost_without_test_ng_follow_drugs_upper,cost_without_test_ng_partner_total_mean,cost_without_test_ng_partner_total_lower,cost_without_test_ng_partner_total_upper,cost_without_test_ng_complications_mean,cost_without_test_ng_complications_lower,cost_without_test_ng_complications_upper,strategy
WSM,cip,0.7,0.075,0.05,605.9371971,603.8146474,609.2388063,606.0005481,603.8422519,609.0447754,937.3359138,732.9465424,1252.770208,943.5884288,737.2721715,1233.786684,6.252515005,4.325629057,-18.98352438,167.1,167.1,167.1,435.39,435.39,435.39,0.167328851,0.062413781,0.290706633,0.747928498,0.626898465,0.836683417,0,0,0,2.604997492,0.556294012,5.90533853,10.3142751,2.202600767,23.38170626,0.929458867,0.005509894,2.12766657,58.5397801,23.82647106,109.2426235,315.5407374,107.6077813,637.5083829,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.067954347,0.918615832,1.11,0,0,0,3.273581164,0.593270142,7.119241706,12.96147762,2.349004739,28.18805687,1.307549594,0.236966825,2.843601896,59.67656457,25.18189621,107.2553104,316.7519421,107.0605497,610.9874655,CIP
WSM,cip,0.7,0.1,0.05,605.927537,603.8060914,609.2227844,606.0177259,603.8461356,609.1491341,935.0178717,727.6481523,1249.894849,944.5663127,735.0376131,1244.437477,9.548441017,7.389460795,-5.457372218,167.1,167.1,167.1,435.39,435.39,435.39,0.172240663,0.065678672,0.29771234,0.743709421,0.612191919,0.824663996,0,0,0,3.363599704,0.607596513,7.213174623,13.31789868,2.405728835,28.55997659,1.233190977,0.236958163,2.631895243,60.22421088,24.37316434,107.1569327,307.782898,100.6509802,621.6660275,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065797304,0.901702471,1.11,0,0,0,4.422375145,1.15346931,8.846668866,17.51003369,4.567067651,35.02766382,1.766406433,0.460724281,3.533579193,62.17031672,26.43741643,107.0485163,309.6820746,102.7729054,615.7677826,CIP
WSM,cip,0.7,0.125,0.05,606.0305094,603.8608955,609.3363843,606.1196181,604.0206605,609.2907432,946.0038449,739.7214617,1257.209299,954.6020973,755.6070764,1275.236064,8.598252409,15.88561476,18.02676403,167.1,167.1,167.1,435.39,435.39,435.39,0.171600177,0.062839484,0.297207162,0.744195692,0.60723034,0.835195509,0,0,0,4.1664479,1.102547845,8.420314311,16.49671063,4.365448267,33.33954773,1.564827109,0.260392291,3.207527692,60.93423806,24.89680267,109.4105034,313.2637201,109.2560322,629.6219924,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066268095,0.902910497,1.11,0,0,0,5.500110507,1.683847924,10.78158469,21.77723895,6.667058516,42.68880521,2.196880695,0.672570668,4.306432614,63.5349105,26.53222106,112.5236502,311.9699208,108.3414424,630.4715174,CIP
WSM,cip,0.7,0.15,0.05,606.1338302,603.8126142,609.6210674,606.1509774,603.9897582,609.3857897,955.6859444,731.6245908,1301.193175,958.9270847,751.9393648,1270.653754,3.24114028,20.31477398,-30.53942105,167.1,167.1,167.1,435.39,435.39,435.39,0.170106707,0.061918724,0.297744307,0.744355779,0.618933803,0.831160056,0,0,0,4.833542259,1.283571574,9.1158116,19.13801634,5.082196954,36.09331252,1.837783796,0.492431489,3.477927083,62.36059022,26.28802594,111.6779049,317.9598539,96.79533296,662.0168787,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066712902,0.914421172,1.11,0,0,0,6.390490372,2.133448623,11.81224573,25.3026254,8.447215813,46.76962354,2.552520519,0.85215235,4.718104223,65.56418576,30.84862278,115.8502162,309.6535116,99.41388513,627.5698207,CIP
WSM,cip+cro,0.1,0,0.05,605.780002,603.5582043,609.0074217,605.7654557,603.5572659,608.8436779,922.0340581,708.9703587,1236.988923,919.9061966,710.2870562,1215.907032,-2.127861468,1.316697568,-21.08189105,167.1,167.1,167.1,435.39,435.39,435.39,0.484956297,0.189838478,0.808729824,0.121386228,0.072957746,0.169423211,0.104238366,0,0.507614213,0.048315874,0,0.638673469,0.191302761,0,2.52877551,0.003802452,0,0.005873797,54.43566073,17.70903606,103.8436474,318.3045177,105.7367784,633.0326033,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.064573018,0.89979418,1.11,0,0,0,0,0,0,0,0,0,0,0,0,54.47415021,17.61551209,106.1654938,316.0310847,106.4136468,612.0282595,CIP+CRO
WSM,cip+cro,0.1,0.025,0.05,605.6434875,603.5608626,609.0984921,605.7273732,603.5985629,608.9712457,909.1040609,705.9913618,1232.333212,915.3676552,715.2096695,1225.462107,6.263594287,9.218307759,-6.871104861,167.1,167.1,167.1,435.39,435.39,435.39,0.487916193,0.19719153,0.814368951,0.118326,0.068706144,0.167046281,0.256340187,0,0.824404762,0.055633833,0,0.632302453,0.220277623,0,2.503549992,0.006606247,0,0.217438978,54.66372905,19.64510492,106.234067,305.1120847,102.9797493,628.6366046,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.06479287,0.887968103,1.11,0,0,0,1.095205062,0,3.024038448,4.336375116,0,11.97343359,0.437452094,0,1.207876038,56.74930075,20.73817638,107.1701959,303.771106,100.9764553,612.0202561,CIP+CRO
WSM,cip+cro,0.1,0.05,0.05,605.6933158,603.6081871,608.9174946,605.8638377,603.6512969,609.1989788,912.9891775,709.5288717,1222.63494,929.3752873,716.020383,1225.95603,16.38610984,6.491511281,3.321090531,167.1,167.1,167.1,435.39,435.39,435.39,0.496027951,0.190919933,0.822644387,0.116918242,0.071284404,0.166210628,0.387468742,0,1.069807776,0.061655608,0,0.635431472,0.24412035,0,2.515939086,0.010825327,0,0.240413647,52.861467,16.6337787,101.0250574,308.7709212,105.9067015,619.3287541,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065420196,0.88702032,1.11,0,0,0,2.189180512,0,5.0072,8.66788168,0,19.8256,0.87441305,0,2,56.60100066,20.62457657,106.8893331,310.0027961,93.21923349,607.6181427,CIP+CRO
WSM,cip+cro,0.1,0.075,0.05,605.7551149,603.6004514,608.9014407,606.0084643,603.8084368,609.4110078,918.9004023,709.79026,1228.502959,944.9828098,729.528564,1260.428163,26.08240754,19.73830402,31.92520331,167.1,167.1,167.1,435.39,435.39,435.39,0.491913616,0.191756558,0.820250867,0.112493797,0.065931852,0.159285064,0.523311476,0,1.31596352,0.064965714,0,0.65539267,0.257226448,0,2.594973822,0.01173728,0,0.238123718,54.53426985,18.0452919,106.0952684,314.4908121,106.560491,624.3311817,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.067202767,0.890252412,1.11,0,0,0,3.312336677,0.593270142,6.730258426,13.11492691,2.349004739,26.6479093,1.323029508,0.236966825,2.688232316,60.39395623,23.57456199,111.243196,317.5472178,101.3626971,641.6229374,CIP+CRO
WSM,cip+cro,0.1,0.1,0.05,605.6179185,603.5670137,608.8566211,606.0053875,603.8255217,609.3377268,906.0912642,708.5331819,1213.785572,944.1060214,731.9213382,1264.601508,38.01475724,23.38815632,50.81593608,167.1,167.1,167.1,435.39,435.39,435.39,0.491549393,0.191209136,0.809028297,0.110471974,0.063732057,0.158593331,0.674841083,0,1.635899753,0.077563222,0,0.64868549,0.307105253,0,2.568417287,0.01638915,0,0.245128224,53.73401522,18.11371309,102.1757484,301.4067064,103.875466,609.7258,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065050496,0.893033751,1.11,0,0,0,4.385767772,1.169369888,8.71936706,17.36508978,4.630024693,34.5236227,1.751784539,0.467075367,3.48273169,61.71715751,25.70719483,108.9687859,309.2096396,101.3921321,623.7017807,CIP+CRO
WSM,cip+cro,0.1,0.125,0.05,605.7452443,603.6226956,608.7532956,606.1671029,604.0002526,609.4921061,917.9732447,713.151451,1209.350665,958.7767311,751.976552,1269.503786,40.80348642,38.825101,60.15312164,167.1,167.1,167.1,435.39,435.39,435.39,0.49494579,0.19098767,0.805808739,0.108130532,0.064030801,0.156264033,0.768692845,0,1.699029126,0.086500247,0,0.652064504,0.342490672,0,2.581796221,0.020058201,0,0.247555539,53.00461476,17.4026201,101.9233765,313.0980502,107.5064112,605.0271344,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065603192,0.89910168,1.11,0,0,0,5.490036545,1.37523059,10.6810953,21.73735192,5.445113354,42.29092565,2.192856904,0.549301242,4.266294654,62.67567734,26.08616663,113.0248328,316.2867484,105.4495119,630.6275667,CIP+CRO
WSM,cip+cro,0.1,0.15,0.05,605.7230843,603.4868818,608.9832384,606.182547,604.0749521,609.4347433,916.5325878,703.704436,1242.679697,961.1723488,757.1004937,1258.040005,44.63976097,53.39605773,15.36030749,167.1,167.1,167.1,435.39,435.39,435.39,0.492669186,0.193469633,0.816454674,0.10375973,0.059848553,0.154491413,0.902078516,0,1.955444189,0.086547415,0,0.655478906,0.34267743,0,2.595315266,0.021595003,0,0.252557299,54.46856806,17.28916858,103.4089164,311.4689275,99.50955085,638.7555459,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.063597878,0.878689145,1.11,0,0,0,6.331231918,1.985455678,11.38,25.06799639,7.861249817,45.05818182,2.528851222,0.793040293,4.545454545,66.07779221,26.89040732,113.0362221,312.2595449,104.8000976,615.7367033,CIP+CRO
WSM,cip+cro,0.3,0,0.05,605.7386783,603.5590336,609.0320372,605.6833843,603.5709016,608.6645037,916.3691224,707.6792188,1225.592077,912.2078504,708.9540249,1209.450354,-4.161271935,1.27480609,-16.1417229,167.1,167.1,167.1,435.39,435.39,435.39,0.390741149,0.149750371,0.646159639,0.324245552,0.246621324,0.398621762,0.298729745,0,0.930414244,0.164306498,0,1.19247706,0.650558177,0,4.721515659,0.007401831,0,0.022185413,55.11680856,19.70083681,105.0005516,311.5137453,102.2127714,617.9700861,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.061932726,0.874919772,1.11,0,0,0,0,0,0,0,0,0,0,0,0,54.82039897,18.85285204,104.0382571,308.3366021,105.0876061,605.383086,CIP+CRO
WSM,cip+cro,0.3,0.025,0.05,605.7166384,603.5968608,608.9416781,605.735811,603.6217532,608.7323924,915.6542247,713.7581252,1222.735099,917.5795423,717.0013869,1210.193986,1.925317635,3.243261713,-12.54111339,167.1,167.1,167.1,435.39,435.39,435.39,0.379388907,0.148620099,0.63468552,0.318492431,0.237023715,0.391218994,0.654499758,0,1.492723881,0.167184985,0,1.169906542,0.661955312,0,4.632149533,0.01689401,0,0.246366689,53.95131089,17.82488106,101.9094394,310.3190768,107.7997933,617.4825402,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.064837728,0.897507368,1.11,0,0,0,1.060321611,0,2.884331797,4.198256935,0,11.4202765,0.423518777,0,1.152073733,55.22875699,19.46682558,101.7037866,306.2390633,105.6859487,601.9531265,CIP+CRO
WSM,cip+cro,0.3,0.05,0.05,605.7952117,603.5546276,609.0677041,605.9422673,603.722574,609.0925128,923.5880093,707.513727,1244.468527,938.1584856,724.6224114,1265.422884,14.57047628,17.10868439,20.95435675,167.1,167.1,167.1,435.39,435.39,435.39,0.388920628,0.148482274,0.648450256,0.309578358,0.22631068,0.385005137,0.992911978,0.21915767,2.083333333,0.190777685,0,1.227558678,0.755368684,0,4.860418462,0.028511003,0,0.260416667,54.09256191,18.91329353,102.4506445,317.6264098,103.2032416,636.6905667,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.06553933,0.896264943,1.11,0,0,0,2.190425514,0,5.113421482,8.672811167,0,20.2461753,0.874910335,0,2.042427497,57.52925133,22.16992099,106.9320304,318.8657579,107.9276731,647.0558543,CIP+CRO
WSM,cip+cro,0.3,0.075,0.05,605.7881093,603.6027948,609.0332104,605.936247,603.7941872,609.2874906,922.0914771,710.9259418,1249.355502,937.8583546,728.8594423,1246.701084,15.76687754,17.93350057,-2.654417885,167.1,167.1,167.1,435.39,435.39,435.39,0.388319327,0.151883084,0.643407231,0.299797491,0.231239768,0.37,1.386171056,0.456466741,2.594339623,0.196678772,0,1.209763591,0.778733556,0,4.789960269,0.035180167,0,0.264585444,53.98702465,16.88892129,103.9026458,315.5969316,106.1743601,639.373853,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.06457273,0.896676102,1.11,0,0,0,3.162034459,0.6047343,6.684911494,12.51981754,2.394396135,26.46836182,1.262995071,0.241545894,2.670119626,59.28660173,22.63509326,110.7182169,311.5342547,99.3834218,625.3823828,CIP+CRO
WSM,cip+cro,0.3,0.1,0.05,605.6839888,603.5548339,608.9995883,606.0019324,603.8562414,609.2299159,913.7692389,706.4949789,1246.587285,941.8239724,736.3238923,1244.591965,28.05473353,29.82891341,-1.995320069,167.1,167.1,167.1,435.39,435.39,435.39,0.386191661,0.148282081,0.655925655,0.29306262,0.220040593,0.363472737,1.75432515,0.534548269,3.125,0.233657604,0,1.227406042,0.925148226,0,4.859814112,0.04883124,0,0.294117647,55.76773772,19.56756288,104.4116741,306.5499583,97.84594801,637.8456546,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.068709791,0.917436668,1.11,0,0,0,4.352786143,1.180396663,8.774299065,17.23450171,4.673684312,34.7411215,1.738610858,0.471479734,3.504672897,62.69259073,25.65090744,110.0701357,307.356863,106.4653247,615.9586337,CIP+CRO
WSM,cip+cro,0.3,0.125,0.05,605.7256482,603.5551369,609.0410592,606.0791517,603.8938192,608.9610927,915.5432259,707.2860195,1219.19038,950.7161273,742.8971488,1241.175092,35.17290141,35.61112928,21.98471207,167.1,167.1,167.1,435.39,435.39,435.39,0.389714401,0.152092102,0.643771676,0.285491954,0.212550366,0.364039144,2.118459933,0.823518237,3.605831186,0.256840116,0,1.264604907,1.016937492,0,5.007099985,0.05730117,0,0.280898876,53.94642587,18.88824147,102.1012823,307.664399,100.1439671,611.7239138,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065029344,0.901220732,1.11,0,0,0,5.480599611,1.661137197,10.72971429,21.69998715,6.577137245,42.48342857,2.189087558,0.66349944,4.285714286,63.12451213,27.77249126,111.3668058,307.9451302,100.2970777,600.8765305,CIP+CRO
WSM,cip+cro,0.3,0.15,0.05,605.8274645,603.6813534,608.9431934,606.2946608,604.0889169,609.4331083,926.448513,720.4951842,1245.525823,970.6623475,760.0729145,1274.334186,44.21383456,39.57773024,28.80836315,167.1,167.1,167.1,435.39,435.39,435.39,0.386770985,0.151476498,0.641087947,0.276640195,0.198621147,0.344666096,2.453097296,1.004899497,4.047779923,0.240513546,0,1.233453129,0.952293768,0,4.88375706,0.059406151,0,0.435024155,54.22442513,18.87549501,103.6886532,318.2240634,112.5147493,638.0331092,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066030092,0.895313888,1.11,0,0,0,6.592676392,2.183213878,12.27382079,26.10316446,8.64425728,48.59719232,2.633278636,0.872029828,4.90246876,65.18429088,28.72589426,113.9221539,319.9743018,108.7432777,621.3250723,CIP+CRO
WSM,cip+cro,0.5,0,0.05,605.6911015,603.6221031,609.1251752,605.6748458,603.5565408,608.8768796,914.2735492,714.5487882,1226.276339,910.24945,705.8578825,1201.768108,-4.024099165,-8.69090572,-24.50823083,167.1,167.1,167.1,435.39,435.39,435.39,0.282003961,0.109277961,0.483111136,0.526756277,0.423099378,0.613439587,0.488942249,0,1.231527094,0.235190655,0,1.233607284,0.931218215,0,4.884367424,0.011351819,0,0.245113617,52.80386666,18.39143739,96.7050424,308.6002568,110.8191908,622.5990687,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.064723325,0.899800633,1.11,0,0,0,0,0,0,0,0,0,0,0,0,52.34014873,18.18582234,98.02788718,306.3746153,102.0433326,597.8483528,CIP+CRO
WSM,cip+cro,0.5,0.025,0.05,605.7029723,603.5675519,608.8012384,605.7511961,603.5916832,608.9320307,914.6940634,707.1307719,1211.778315,919.8949768,713.6543308,1226.129837,5.200913366,6.523558934,14.35152222,167.1,167.1,167.1,435.39,435.39,435.39,0.281735696,0.105618002,0.468036336,0.513154088,0.415552607,0.595223675,1.060977753,0.222125182,2.162719759,0.268276308,0,1.324656085,1.062218159,0,5.244867725,0.024614819,0,0.260790676,53.49377151,18.07795577,104.1186052,308.0474187,101.0461884,606.7957337,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.06587052,0.894560301,1.11,0,0,0,1.062892591,0,3.025542581,4.208436523,0,11.97938908,0.424545691,0,1.208476826,54.77662783,19.68316915,106.9292892,308.4226833,103.5045586,617.5379805,CIP+CRO
WSM,cip+cro,0.5,0.05,0.05,605.6347163,603.5994231,608.5439501,605.7649464,603.7395155,608.6090466,907.1308216,712.2587529,1189.938936,919.3274739,725.405823,1208.377827,12.19665222,13.1470701,18.43889101,167.1,167.1,167.1,435.39,435.39,435.39,0.281598002,0.10743028,0.46845885,0.500315224,0.398181268,0.590064863,1.691272572,0.51800186,3.110074428,0.294019298,0,1.318034658,1.16414543,0,5.218650728,0.041112292,0,0.268817204,53.31714634,18.80794394,102.771378,299.420942,104.9534211,583.080435,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066624612,0.905484586,1.11,0,0,0,2.218517667,0,5.053539627,8.784039753,0,20.00907797,0.886131038,0,2.018509197,56.22554875,21.7611744,104.4001907,299.7990433,104.305038,583.8685341,CIP+CRO
WSM,cip+cro,0.5,0.075,0.05,605.7390748,603.5659164,608.9754209,605.9544911,603.8264637,609.2029688,918.3463624,709.7807078,1242.019999,938.7322878,728.9712413,1258.891375,20.38592537,19.19053348,16.8713762,167.1,167.1,167.1,435.39,435.39,435.39,0.27896608,0.107019198,0.469561415,0.486964422,0.389842196,0.565918627,2.272679536,0.909090909,3.750276549,0.351962768,0,1.346021505,1.393567872,0,5.329462366,0.059527943,0,0.296100935,55.40293928,20.37239808,103.1235612,309.5886903,101.5150868,634.6587421,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.067709718,0.906264939,1.11,0,0,0,3.331794506,0.625822152,6.679778317,13.1919686,2.477891766,26.44803743,1.330801448,0.249968905,2.668069307,60.17761527,23.47417999,108.5621817,311.5151878,102.0551306,636.2744893,CIP+CRO
WSM,cip+cro,0.5,0.1,0.05,605.7876748,603.5303884,609.0500103,606.0608774,603.859384,609.2730575,922.1057763,704.3765695,1232.507986,948.9103689,738.182052,1256.597346,26.80459257,33.80548247,24.08936008,167.1,167.1,167.1,435.39,435.39,435.39,0.278185689,0.109227431,0.470788485,0.472739692,0.373829926,0.555,2.826791445,1.262310606,4.630167959,0.356987404,0,1.458639339,1.41346251,0,5.775363494,0.070310834,0,0.476247437,54.0087502,18.75318896,101.2568784,312.5229802,94.42406832,625.2985624,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.063239082,0.900841218,1.11,0,0,0,4.385759759,1.132723105,8.844560039,17.36505805,4.484924748,35.01931409,1.751781338,0.452437732,3.532736874,60.58318109,25.72121676,108.4440472,314.0824223,104.3901033,628.5208176,CIP+CRO
WSM,cip+cro,0.5,0.125,0.05,605.7858584,603.6878582,608.7132493,606.0885193,604.00783,609.3174925,921.6799141,719.173211,1212.383681,951.2124155,756.0564969,1247.915174,29.53250133,36.88328591,35.5314928,167.1,167.1,167.1,435.39,435.39,435.39,0.276860458,0.108872589,0.471399409,0.460743004,0.353991912,0.543217285,3.434233102,1.754385965,5.227840909,0.388896208,0,1.731001543,1.539802818,0,6.853759426,0.085651604,0,0.487821109,55.90641253,20.47082846,101.7483874,311.1070167,107.554208,600.9782952,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.063256614,0.857958247,1.11,0,0,0,5.403270822,1.754859813,10.18302202,21.39381012,6.948224299,40.31884513,2.15820052,0.700934579,4.067351821,64.34137779,28.20329558,109.7375833,309.0530653,108.4045907,600.9467277,CIP+CRO
WSM,cip+cro,0.5,0.15,0.05,605.8853925,603.7132002,609.3087352,606.2304149,604.0061107,609.4549971,931.2378853,723.5650157,1244.985768,964.5625752,750.8540625,1261.526071,33.32468995,27.28904685,16.5403032,167.1,167.1,167.1,435.39,435.39,435.39,0.285699652,0.107957717,0.479534611,0.447625736,0.353664104,0.534261854,4.0456652,2.319468309,6.132182676,0.424588401,0,1.763306504,1.681123143,0,6.981668283,0.09959978,0,0.50008867,56.03208525,20.19283514,105.8505532,319.5580171,106.9699531,633.7923094,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066651503,0.90290211,1.11,0,0,0,6.525655102,1.813554969,12.02383,25.83779913,7.180622981,47.6073742,2.606508668,0.724378882,4.802616234,66.28457892,28.97016456,114.2541307,314.3952779,97.07047443,611.6121643,CIP+CRO
WSM,cip+cro,0.7,0,0.05,605.6619691,603.6498773,608.7574727,605.639564,603.5453071,608.8915482,909.3089144,714.5160086,1193.598826,908.6674518,706.3671642,1229.745698,-0.641462599,-8.148844395,36.14687134,167.1,167.1,167.1,435.39,435.39,435.39,0.16837546,0.064007848,0.295827833,0.730585435,0.601928737,0.815858162,0.659429704,0,1.52288133,0.338012839,0,1.455581395,1.338334268,0,5.763255814,0.015505516,0,0.248167607,53.85320986,18.48882023,100.6285503,302.6206042,108.241341,582.1468863,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065138301,0.882572071,1.11,0,0,0,0,0,0,0,0,0,0,0,0,53.23282156,17.8663872,99.42741553,304.7909028,102.5817522,626.158488,CIP+CRO
WSM,cip+cro,0.7,0.025,0.05,605.7868726,603.5839655,608.9527334,605.7899562,603.6748855,608.9273184,922.9888273,705.131635,1234.802854,922.6304766,719.094075,1252.257247,-0.358350695,13.96244007,17.45439315,167.1,167.1,167.1,435.39,435.39,435.39,0.167254269,0.063164578,0.300818239,0.711219455,0.580692468,0.805111967,1.482570967,0.478355518,2.790727187,0.369844638,0,1.554020544,1.464369679,0,6.153017594,0.032565763,0,0.259816387,54.51256099,18.80442855,105.4841797,315.0477881,98.16723305,629.592757,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.064981538,0.884052796,1.11,0,0,0,1.029553351,0,3.009864988,4.07643252,0,11.91731493,0.41122917,0,1.202214806,55.4398303,19.94699152,103.9113888,311.3873798,105.2603853,640.078393,CIP+CRO
WSM,cip+cro,0.7,0.05,0.05,605.7326509,603.6190058,608.7475406,605.8598776,603.7540919,609.2992946,917.9078558,713.9090207,1211.349476,931.8399643,724.5724165,1242.964999,13.93210857,10.66339575,31.61552239,167.1,167.1,167.1,435.39,435.39,435.39,0.172945947,0.064466021,0.296214142,0.696899094,0.580260282,0.78555,2.26934158,0.938641106,3.738886362,0.453207146,0,1.780022309,1.794436728,0,7.047853148,0.055316079,0,0.29244066,56.02760266,20.37773141,102.7996905,308.3882341,104.719609,603.7190654,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.067510682,0.904856231,1.11,0,0,0,2.166026554,0,4.958240382,8.576205474,0,19.63174839,0.865164784,0,1.980444313,58.69973787,22.66507856,105.1174094,312.5738512,102.5821629,626.7425173,CIP+CRO
WSM,cip+cro,0.7,0.075,0.05,605.7698669,603.594602,608.9163027,605.8964807,603.8371238,609.0522831,921.3015217,711.7034906,1223.018817,933.3189034,732.5978261,1242.764374,12.01738171,20.8943355,19.745557,167.1,167.1,167.1,435.39,435.39,435.39,0.169182521,0.065852801,0.289772779,0.676601191,0.562992315,0.761457161,3.117999605,1.604125461,4.972444408,0.478497413,0,1.840882353,1.894571479,0,7.288823529,0.086415599,0,0.497512438,55.04226832,20.41434212,101.5981204,310.4626648,100.4881996,612.6023486,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066563223,0.90680615,1.11,0,0,0,3.214024925,0.610634146,6.923197517,12.72566955,2.417756098,27.41183589,1.283761354,0.243902439,2.765296979,59.35646216,23.93765563,107.6557145,306.6445635,102.7827556,608.6196937,CIP+CRO
WSM,cip+cro,0.7,0.1,0.05,605.7441606,603.6327318,608.9265325,606.0243924,603.9235178,609.4216839,918.4912742,716.5120254,1216.346734,945.4482179,744.9464494,1272.23527,26.9569437,28.43442396,55.88853538,167.1,167.1,167.1,435.39,435.39,435.39,0.170345117,0.061310776,0.297218463,0.659984391,0.542322874,0.74899084,3.943071395,2.23825454,5.915305987,0.539397576,0,1.92609433,2.135700708,0,7.626213402,0.10542237,0,0.510345663,57.02056363,20.66388408,106.0077112,306.1721457,101.534868,608.2080062,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.069746409,0.910991692,1.11,0,0,0,4.381199601,1.180943396,8.61026455,17.34700248,4.675849057,34.09164021,1.749959898,0.471698113,3.439153439,62.6712312,26.25003151,110.0498995,310.6753528,110.5834689,648.1416017,CIP+CRO
WSM,cip+cro,0.7,0.125,0.05,605.8317454,603.7441845,609.0258846,606.1355908,604.0299591,609.1060048,927.0186405,725.5996618,1233.525092,957.3065129,751.4229627,1266.010257,30.28787234,25.82330092,32.48516477,167.1,167.1,167.1,435.39,435.39,435.39,0.168627805,0.06153594,0.286878731,0.639963163,0.511395878,0.727568525,4.74760185,2.678452063,6.735962164,0.560535415,0,1.997820244,2.219394256,0,7.910206309,0.122450815,0,0.526315789,55.00290419,20.10059368,104.0641022,313.5256366,109.2555051,622.8541857,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065103416,0.867940011,1.11,0,0,0,5.406424659,1.730400615,10.04040887,21.40629748,6.8513801,39.75418001,2.159460241,0.691164969,4.010388589,62.69373799,25.11950118,111.7751734,314.9872794,107.0861187,623.0024681,CIP+CRO
