group,panel,cip_res,cro_res,nda_res,cost_with_test_mean,cost_with_test_lower,cost_with_test_upper,cost_without_test_mean,cost_without_test_lower,cost_without_test_upper,cost_with_test_mean_ng,cost_with_test_lower_ng,cost_with_test_upper_ng,cost_without_test_mean_ng,cost_without_test_lower_ng,cost_without_test_upper_ng,,,,cost_with_test_ng_init_visit_mean,cost_with_test_ng_init_visit_lower,cost_with_test_ng_init_visit_upper,cost_with_test_ng_init_diag_mean,cost_with_test_ng_init_diag_lower,cost_with_test_ng_init_diag_upper,cost_with_test_ng_cip_mean,cost_with_test_ng_cip_lower,cost_with_test_ng_cip_upper,cost_with_test_ng_cro_mean,cost_with_test_ng_cro_lower,cost_with_test_ng_cro_upper,cost_with_test_ng_nda_mean,cost_with_test_ng_nda_lower,cost_with_test_ng_nda_upper,cost_with_test_ng_follow_visit_mean,cost_with_test_ng_follow_visit_lower,cost_with_test_ng_follow_visit_upper,cost_with_test_ng_follow_diag_mean,cost_with_test_ng_follow_diag_lower,cost_with_test_ng_follow_diag_upper,cost_with_test_ng_follow_drugs_mean,cost_with_test_ng_follow_drugs_lower,cost_with_test_ng_follow_drugs_upper,cost_with_test_ng_partner_total_mean,cost_with_test_ng_partner_total_lower,cost_with_test_ng_partner_total_upper,cost_with_test_ng_complications_mean,cost_with_test_ng_complications_lower,cost_with_test_ng_complications_upper,cost_without_test_ng_init_visit_mean,cost_without_test_ng_init_visit_lower,cost_without_test_ng_init_visit_upper,cost_without_test_ng_init_diag_mean,cost_without_test_ng_init_diag_lower,cost_without_test_ng_init_diag_upper,cost_without_test_ng_cip_mean,cost_without_test_ng_cip_lower,cost_without_test_ng_cip_upper,cost_without_test_ng_cro_mean,cost_without_test_ng_cro_lower,cost_without_test_ng_cro_upper,cost_without_test_ng_nda_mean,cost_without_test_ng_nda_lower,cost_without_test_ng_nda_upper,cost_without_test_ng_follow_visit_mean,cost_without_test_ng_follow_visit_lower,cost_without_test_ng_follow_visit_upper,cost_without_test_ng_follow_diag_mean,cost_without_test_ng_follow_diag_lower,cost_without_test_ng_follow_diag_upper,cost_without_test_ng_follow_drugs_mean,cost_without_test_ng_follow_drugs_lower,cost_without_test_ng_follow_drugs_upper,cost_without_test_ng_partner_total_mean,cost_without_test_ng_partner_total_lower,cost_without_test_ng_partner_total_upper,cost_without_test_ng_complications_mean,cost_without_test_ng_complications_lower,cost_without_test_ng_complications_upper,strategy
MSM,cip+cro+nda,0.1,0.1,0.05,303.3859372,301.633684,305.9673087,304.6732703,302.7468455,307.2490419,362.1158109,323.3577645,418.9811225,390.4687973,348.4216732,449.2029063,28.35298648,25.06390869,30.22178376,167.1,167.1,167.1,133.49,133.49,133.49,0.478082025,0.188389101,0.783779043,0.107677127,0.085097357,0.130000276,0.600660012,0.274107811,0.993027766,0.081976926,0,0.301756353,0.101393892,0,0.373230038,0.051667629,0,0.170466301,55.39335537,19.74957837,107.4622958,59.66164168,21.44602715,117.0984905,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.041891686,0.97999701,1.083926903,0,0,0,7.16986329,3.677728381,10.3745959,8.868109388,4.548831164,12.83191151,2.863821413,1.468976027,4.143871186,62.34931573,27.08737136,114.7653793,63.29263475,22.14885477,123.4155636,CIP+CRO+NDA
MSM,cip+cro+nda,0.1,0.125,0.05,303.3118611,301.5934873,305.8032698,304.8915911,302.9677913,307.4553036,360.4078213,322.340351,414.5469919,395.3866455,353.19843,453.5407853,34.97882424,30.85807902,38.99379348,167.1,167.1,167.1,133.49,133.49,133.49,0.486265892,0.192560695,0.785006764,0.105464179,0.085655083,0.126579985,0.713145757,0.343200615,1.132778023,0.08006948,0,0.293161593,0.099034651,0,0.362599532,0.064066541,0,0.215788248,53.81329025,18.47075907,102.0075774,57.79873076,19.8111431,112.4377339,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043812591,0.985545081,1.085644902,0,0,0,8.96556984,4.718565885,13.04536585,11.08914506,5.836200319,16.13527716,3.581071194,1.884712368,5.210643016,62.25197504,27.02449684,110.1878298,62.07588719,21.79504554,115.1267652,CIP+CRO+NDA
MSM,cip+cro+nda,0.1,0.15,0.05,303.370473,301.6031913,305.831338,305.2763616,303.2970125,307.9715888,361.78666,323.3810218,415.1873851,403.7987207,360.3061756,462.7400448,42.01206069,36.92515387,47.55265973,167.1,167.1,167.1,133.49,133.49,133.49,0.489903734,0.19323201,0.788132802,0.101387966,0.080339766,0.123611674,0.84707041,0.439077936,1.294638631,0.088454749,0,0.406000174,0.109406045,0,0.502164938,0.07247734,0,0.220775025,54.89769266,19.65301765,104.9954605,58.97500201,20.74549307,112.3169064,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042691974,0.979200022,1.085719675,0,0,0,10.79557641,5.751331114,15.48369032,13.35260501,7.113585208,19.15114053,4.312021251,2.297224442,6.184570346,65.02945306,29.04658746,115.7145274,64.05333812,22.69105281,121.3517108,CIP+CRO+NDA
MSM,cip+cro+nda,0.3,0,0.05,303.3401145,301.5137591,305.6940486,303.304561,301.5247098,305.5954505,361.0941415,321.1738124,411.6211409,360.3955862,321.0857796,409.8416683,-0.698555277,-0.088032816,-1.779472628,167.1,167.1,167.1,133.49,133.49,133.49,0.380106688,0.146980046,0.616114675,0.318374171,0.283837755,0.353913916,0.271720975,0.055303643,0.529299439,0.21457716,0,0.574253185,0.265401675,0,0.710270176,0.021099258,0,0.114054811,54.45002129,18.20398258,99.85470525,58.5729731,19.29843703,109.4942107,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043023886,0.98393662,1.086011551,0,0,0,0,0,0,0,0,0,0,0,0,54.27145127,18.17669664,99.54497904,58.44977481,19.08215228,107.8767111,CIP+CRO+NDA
MSM,cip+cro+nda,0.3,0.025,0.05,303.4058532,301.6486291,305.6959561,303.6711242,301.8824001,306.0267197,362.5555993,323.741289,412.9537682,368.4806876,329.3686211,419.348305,5.925088273,5.627332115,6.394536785,167.1,167.1,167.1,133.49,133.49,133.49,0.371468719,0.147065967,0.614035203,0.309831218,0.274246703,0.343628624,0.602613674,0.268521261,0.956638915,0.218529067,0,0.582352008,0.270289627,0,0.720287277,0.052405328,0,0.168471641,55.45563969,19.52333767,102.0873506,59.58187368,20.75786873,110.4643825,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043231276,0.98137394,1.086740455,0,0,0,1.799319226,0.692329047,3.126187011,2.225504041,0.856313359,3.8666523,0.718692773,0.27653341,1.24867671,56.81493382,20.89307777,103.9268501,60.22885565,20.93677843,111.2431603,CIP+CRO+NDA
MSM,cip+cro+nda,0.3,0.05,0.05,303.3789711,301.606582,305.7866239,303.9457316,302.1165207,306.4879524,361.9969663,322.8112688,416.3792372,374.4548722,333.9077705,430.6360844,12.45790589,11.09650176,14.25684726,167.1,167.1,167.1,133.49,133.49,133.49,0.378450483,0.148425612,0.618208148,0.303143922,0.267912119,0.33998153,0.93817686,0.529647005,1.412469323,0.217974755,0,0.578215325,0.26960402,0,0.715170785,0.078450672,0,0.222480186,54.72262925,18.95886508,104.8367364,58.5474255,19.65757705,113.0895068,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044281802,0.98625317,1.085033407,0,0,0,3.532918694,1.643277549,5.530581897,4.369722011,2.0325025,6.840549569,1.411135442,0.656365853,2.209051724,57.72481361,21.73553586,106.9712394,60.0412192,19.62217174,115.7872301,CIP+CRO+NDA
MSM,cip+cro+nda,0.3,0.075,0.05,303.4582693,301.5698409,306.0468737,304.3372624,302.3621428,307.0808187,363.6447609,322.3287958,421.8310618,383.1016624,339.3927016,442.3681347,19.45690153,17.06390584,20.53707289,167.1,167.1,167.1,133.49,133.49,133.49,0.38598438,0.146737002,0.615351278,0.294115695,0.261880257,0.328068022,1.268268601,0.800401925,1.837622009,0.228191051,0,0.57890059,0.282240138,0,0.71601836,0.107887451,0,0.278403929,55.89334046,17.73123932,110.3063548,59.7229792,18.28802995,117.9380104,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044283234,0.98837593,1.087968612,0,0,0,5.381687215,2.685918993,8.051613002,6.656387854,3.322102873,9.958709388,2.149579492,1.072822732,3.216014141,60.64679473,23.02403875,114.5469986,62.30308434,19.27507712,123.6156007,CIP+CRO+NDA
MSM,cip+cro+nda,0.3,0.1,0.05,303.4387134,301.6783383,305.9650909,304.6200043,302.7050994,307.1727635,363.3373287,324.8706967,414.8174372,389.5290184,347.98796,445.5706289,26.19168965,23.11726321,30.75319168,167.1,167.1,167.1,133.49,133.49,133.49,0.373646499,0.149637302,0.615898666,0.287272574,0.25351004,0.321682212,1.610551767,1.067210406,2.219787392,0.236488422,0,0.693999137,0.292502815,0,0.858379025,0.135781229,0.001163492,0.329124547,55.14128584,20.43692459,103.2627503,58.89932198,20.92275759,110.5883734,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042530075,0.97865727,1.085266849,0,0,0,7.218448469,3.592164214,10.63559034,8.9282024,4.443000361,13.15472482,2.88322754,1.434799574,4.248118846,61.53663996,25.82619248,110.0685852,62.18815469,21.91916867,119.6533915,CIP+CRO+NDA
MSM,cip+cro+nda,0.3,0.125,0.05,303.4468219,301.665865,305.7895546,304.9257937,302.9404554,307.5537528,363.3426215,324.358535,416.4045424,396.1792563,352.4919944,451.9982179,32.83663482,28.13345938,35.59367556,167.1,167.1,167.1,133.49,133.49,133.49,0.37903045,0.151691079,0.607952325,0.278070273,0.245048779,0.312645775,1.89385903,1.288622202,2.562643922,0.244578251,0,0.687821114,0.302508792,0,0.850737683,0.161431049,0.001254237,0.375085332,54.82423111,18.642613,102.5931979,58.50721333,18.88054334,111.4935167,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.041824554,0.983156683,1.082666927,0,0,0,8.997567234,4.933501976,13.05513626,11.12872132,6.102045942,16.14736177,3.593851747,1.970563179,5.214545557,62.85179896,26.54495924,110.0008531,62.57330513,20.73967078,118.6325138,CIP+CRO+NDA
MSM,cip+cro+nda,0.3,0.15,0.05,303.4988681,301.7784869,305.9354649,305.3024681,303.2685638,307.949537,364.5707935,327.3424552,416.5948211,404.1861204,359.2802001,462.3271612,39.61532693,31.93774499,45.73234015,167.1,167.1,167.1,133.49,133.49,133.49,0.383733584,0.146608993,0.616707635,0.270841522,0.236388403,0.303434175,2.237879948,1.577204312,2.904333453,0.246822513,0,0.683315613,0.305284627,0,0.845165013,0.198010758,0.052025088,0.420779325,55.67377279,21.18787413,105.0612096,59.20588535,21.43426031,111.6114529,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043389868,0.981209033,1.087396204,0,0,0,10.77178848,6.265078074,15.38465032,13.3231827,7.74901772,19.02864203,4.302519763,2.502427734,6.145011311,65.43717744,29.11209703,114.9787898,64.26867706,23.43090728,121.2930136,CIP+CRO+NDA
MSM,cip+cro+nda,0.5,0,0.05,303.4343165,301.6270939,305.7356051,303.3637314,301.5595243,305.7269925,363.1803975,323.3686904,413.2720298,361.5478925,321.6664908,413.0354457,-1.632505014,-1.702199544,-0.236584059,167.1,167.1,167.1,133.49,133.49,133.49,0.26913299,0.105769726,0.445759594,0.516356649,0.472363421,0.559106828,0.44030468,0.16592462,0.763569186,0.379134945,0,0.921853453,0.46893644,0,1.140202669,0.036351612,0,0.122426997,55.66518766,19.09702367,102.600813,59.82647196,19.83574758,109.9028421,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.04300685,0.977134509,1.088019802,0,0,0,0,0,0,0,0,0,0,0,0,55.22057877,18.67123625,101.7385597,59.59730419,19.76341977,111.1806651,CIP+CRO+NDA
MSM,cip+cro+nda,0.5,0.025,0.05,303.4578919,301.7180048,305.8927267,303.6685287,301.843829,306.0223588,363.6180372,325.0190936,415.2855311,368.3481841,328.8438959,420.3747965,4.730146891,3.824802314,5.089265318,167.1,167.1,167.1,133.49,133.49,133.49,0.272598397,0.107078412,0.443987207,0.503978406,0.460210286,0.54684341,0.975837444,0.528499455,1.46583481,0.364801058,0,0.844005362,0.451207443,0,1.043915563,0.082446628,0,0.227695301,55.61886444,19.79414383,102.5481525,59.55908845,20.79108373,112.2044803,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042945832,0.977810996,1.086539417,0,0,0,1.791007705,0.696916046,3.053170732,2.215223862,0.861986831,3.776341463,0.715372945,0.278365572,1.219512195,56.69983626,21.10661956,103.9505124,60.09992471,20.82036123,112.1409421,CIP+CRO+NDA
MSM,cip+cro+nda,0.5,0.05,0.05,303.4181689,301.7245797,305.8353257,303.9321516,302.1319993,306.521777,362.8597528,325.5701773,417.3091262,374.1093862,335.7160129,428.8918288,11.24963339,10.14583566,11.58270262,167.1,167.1,167.1,133.49,133.49,133.49,0.268773151,0.104393323,0.443609693,0.491794924,0.446704461,0.535998806,1.530681126,0.988852188,2.083747162,0.376558449,0,0.876664747,0.465749678,0,1.084310615,0.129415334,0.001258397,0.32702965,54.47384182,20.36191723,104.3562272,57.97737513,20.58232426,112.615547,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.045436758,0.986646965,1.086463364,0,0,0,3.607228341,1.803456984,5.57719957,4.461632562,2.230621863,6.898209054,1.440816561,0.720345496,2.22767198,57.24849788,22.27900616,107.6495983,59.4744478,21.32895598,114.8615548,CIP+CRO+NDA
MSM,cip+cro+nda,0.5,0.075,0.05,303.5450263,301.770815,306.0982666,304.3470332,302.4460691,306.9719909,365.6008967,326.6852381,420.9475467,383.316789,341.7037144,440.1658425,17.71589235,15.01847636,19.21829582,167.1,167.1,167.1,133.49,133.49,133.49,0.268714789,0.10678265,0.437890361,0.478462557,0.435624663,0.519154672,2.049080254,1.435077682,2.699966321,0.379967613,0,0.927357799,0.469966333,0,1.147010769,0.18058965,0.002510889,0.389560608,56.47888362,20.05246563,106.5559214,60.0114824,20.63640764,113.8167137,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043362536,0.983353349,1.084338948,0,0,0,5.367903277,2.78722241,8.048588382,6.639339067,3.447400908,9.954968359,2.144073845,1.113285832,3.214806032,60.81238815,23.98513928,110.5904291,62.5560107,21.49942741,118.5892257,CIP+CRO+NDA
MSM,cip+cro+nda,0.5,0.1,0.05,303.6084113,301.8043712,305.9345918,304.6984937,302.7134602,307.1907222,366.995969,327.4176114,417.5788499,391.1504119,346.8613061,446.9933786,24.15444291,19.44369465,29.41452866,167.1,167.1,167.1,133.49,133.49,133.49,0.270691746,0.106370647,0.443974442,0.465403327,0.426169453,0.508006499,2.580345233,1.887708536,3.32960199,0.405740818,0,0.952534422,0.501844151,0,1.178150699,0.222144854,0.056267681,0.466227923,57.14123709,20.6229702,104.9011152,60.5768426,20.52336941,111.3243063,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043476239,0.983443243,1.087653495,0,0,0,7.203840723,3.873790643,10.56168674,8.91013468,4.791332523,13.06331649,2.877392844,1.547288162,4.218599911,63.05319712,25.31018174,109.9855912,63.91434011,21.08454089,117.2496427,CIP+CRO+NDA
MSM,cip+cro+nda,0.5,0.125,0.05,303.5966917,301.866648,305.953076,304.9700076,303.0130966,307.5186101,366.7084817,328.2100418,420.8951635,397.2568145,354.2818003,452.8251104,30.54833278,26.07175844,31.92994691,167.1,167.1,167.1,133.49,133.49,133.49,0.273114423,0.1082395,0.445807928,0.451361383,0.409918816,0.494157011,3.121825916,2.35681871,3.872259177,0.41571318,0,0.97149037,0.514178556,0,1.201596533,0.266282524,0.05886423,0.546041274,56.3682818,20.70028355,105.4783756,59.53777931,20.68321486,113.9998762,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044654381,0.987840993,1.087045894,0,0,0,8.988986812,4.588985,13.22887974,11.11810855,5.675927045,16.36225794,3.590424513,1.832954545,5.283943016,63.88266859,27.16302161,111.9477236,63.71719794,22.00647651,121.9363558,CIP+CRO+NDA
MSM,cip+cro+nda,0.5,0.15,0.05,303.6191594,301.8465441,306.011818,305.280374,303.2793655,307.7227017,367.1612444,328.3947395,419.8773021,403.8420967,359.9510957,461.0316552,36.68085232,31.5563562,41.15435315,167.1,167.1,167.1,133.49,133.49,133.49,0.268576432,0.105794038,0.441626669,0.440270747,0.399472928,0.480394801,3.645629751,2.805783694,4.496208017,0.403627616,0,0.981392326,0.499230419,0,1.213843856,0.31516362,0.108016882,0.608063748,56.31597629,20.4601554,106.0729022,59.27625031,20.48504788,112.2836729,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044130227,0.987176276,1.086281349,0,0,0,10.67853572,5.822246901,15.44564048,13.2078422,7.201298033,19.10407825,4.265272297,2.325549969,6.169372294,65.29927145,29.27787148,113.3050596,64.33938588,22.2293455,118.3074673,CIP+CRO+NDA
MSM,cip+cro+nda,0.7,0,0.05,303.3915542,301.6269091,305.7860413,303.2805243,301.5249672,305.5938876,362.221952,322.8463941,414.4953623,359.8792237,321.3753237,411.4417864,-2.342728264,-1.471070478,-3.053575916,167.1,167.1,167.1,133.49,133.49,133.49,0.164789783,0.068335015,0.269454186,0.715629508,0.663205921,0.761316188,0.600323418,0.273800143,0.967035498,0.495843659,0,1.105372698,0.613288654,0,1.367190085,0.049075031,0.001209117,0.169047947,54.37747945,18.41625826,102.3504999,58.17526125,19.28462954,111.5930718,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044624902,0.981113078,1.087639429,0,0,0,0,0,0,0,0,0,0,0,0,53.82788135,18.06912982,101.4606103,57.9276613,19.45889911,109.6522081,CIP+CRO+NDA
MSM,cip+cro+nda,0.7,0.025,0.05,303.4869008,301.650491,305.8659415,303.6703349,301.8079994,306.1885165,364.3768792,323.6802335,419.5200268,368.2384535,327.6011531,421.232045,3.861574284,3.920919591,1.712018245,167.1,167.1,167.1,133.49,133.49,133.49,0.164525742,0.066034877,0.274615879,0.697255915,0.645027341,0.743257753,1.341992925,0.832362344,1.881982465,0.509003595,0,1.117803872,0.629565639,0,1.382565693,0.110554857,0.001291755,0.279297873,55.57972026,18.40419849,104.9944351,59.24503609,19.33157667,113.8665361,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043377005,0.983635702,1.084918777,0,0,0,1.812267703,0.721607712,3.014738726,2.24151948,0.892526937,3.728806494,0.723864716,0.288228036,1.204161498,56.59680594,20.31275744,105.3091609,59.94962281,19.54731739,112.5449784,CIP+CRO+NDA
MSM,cip+cro+nda,0.7,0.05,0.05,303.534001,301.7667002,305.8786242,303.9774398,302.0996826,306.4527364,365.3236657,325.7359318,415.5224731,375.1664802,334.0517947,427.8440105,9.842814482,8.315862946,12.32153744,167.1,167.1,167.1,133.49,133.49,133.49,0.166491279,0.064205904,0.272577415,0.679298133,0.626180216,0.725477422,2.086600449,1.448497854,2.827974934,0.521406712,0,1.14085446,0.644906544,0,1.411076019,0.179482722,0.005992162,0.400085122,55.7468328,19.79204625,103.2322506,59.12506843,19.61543558,109.8023566,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044071849,0.980496399,1.08590294,0,0,0,3.584478205,1.808105385,5.57291991,4.433493852,2.236371279,6.892915719,1.431729591,0.722202183,2.225962578,58.19647938,21.29438739,106.3609244,60.63052579,20.33287746,112.3884507,CIP+CRO+NDA
MSM,cip+cro+nda,0.7,0.075,0.05,303.5257207,301.7672002,305.813218,304.254581,302.3245296,306.5542863,365.1249993,326.6720707,415.9832044,381.2755906,339.0812563,434.4260495,16.15059131,12.40918562,18.44284518,167.1,167.1,167.1,133.49,133.49,133.49,0.165080688,0.063973451,0.273020818,0.662486215,0.616939166,0.706252841,2.837112102,2.163495277,3.646615144,0.537420218,0.131058074,1.219318739,0.664712992,0.162100349,1.508125263,0.245224418,0.056685522,0.488461679,54.79348203,19.68862938,101.1051797,57.82655718,19.69518752,109.4062263,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044770423,0.983826483,1.086123521,0,0,0,5.451942812,2.607841293,7.98563136,6.743284115,3.225531774,9.877099405,2.177641321,1.041636561,3.189659434,58.82169692,23.1925438,104.6052986,60.13667951,20.67625851,113.7049487,CIP+CRO+NDA
MSM,cip+cro+nda,0.7,0.1,0.05,303.5380015,301.8415127,305.7911511,304.5198764,302.6818349,306.9870682,365.2280731,327.9150759,414.7809508,387.0953201,346.5781728,437.2361334,21.86724708,18.66309689,22.45518255,167.1,167.1,167.1,133.49,133.49,133.49,0.164181527,0.065258849,0.269674933,0.643867208,0.591219156,0.688192461,3.613785734,2.705746668,4.467197919,0.547384634,0.125396676,1.183549204,0.677037569,0.155097998,1.463883393,0.311784201,0.106062038,0.571951923,54.19828623,20.02413388,99.44987811,56.8229216,19.94169308,106.7001421,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044175008,0.984732316,1.088334595,0,0,0,7.109896384,3.552886257,10.21646248,8.793938785,4.39441907,12.63632278,2.839869142,1.419110983,4.080708771,59.68935939,25.88998418,104.8807156,60.11715019,20.62095314,111.3304288,CIP+CRO+NDA
MSM,cip+cro+nda,0.7,0.125,0.05,303.6211485,301.8779797,306.0814613,304.8920473,302.8584295,307.4897516,367.3113659,329.2817294,421.2658306,395.2558941,351.7635349,453.5201309,27.94452821,22.48180548,32.25430032,167.1,167.1,167.1,133.49,133.49,133.49,0.16394676,0.063208405,0.270519321,0.626940087,0.574950112,0.673005715,4.313642268,3.451534514,5.206648905,0.565518823,0,1.236787111,0.699467002,0,1.529731174,0.371382981,0.157516172,0.646798295,55.35505073,20.39950619,104.7250285,57.91255594,18.87392137,112.5422027,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044017901,0.978211663,1.08814017,0,0,0,8.951827629,5.111785706,12.8600907,11.07214788,6.322557764,15.90611793,3.575582213,2.041774128,5.136639518,62.22543158,26.11125987,111.8970337,61.84797626,20.57528284,121.6993204,CIP+CRO+NDA
MSM,cip+cro+nda,0.7,0.15,0.05,303.7720828,301.8869077,306.2494861,305.3308427,303.1915044,308.0118298,370.5442035,329.0517029,424.9193116,404.8903783,357.9385378,462.938471,34.34617482,28.88683485,38.01915944,167.1,167.1,167.1,133.49,133.49,133.49,0.164742687,0.064711787,0.266348292,0.608466037,0.559720366,0.653775744,5.070205902,4.018753726,6.103794113,0.583042812,0.126690816,1.234077605,0.721141705,0.156698666,1.526379898,0.440199862,0.166359067,0.762853124,57.53810889,19.61611784,106.8497515,60.05991726,18.72080835,115.1669498,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043443022,0.984962124,1.085460922,0,0,0,10.81943205,6.255692964,15.4552255,13.38211108,7.737409664,19.11593357,4.32154979,2.498679088,6.173200793,65.96124736,26.45325617,115.4064228,65.00924179,20.49840935,122.7033379,CIP+CRO+NDA
MSW,cip,0.1,0,0.05,306.896085,302.4174509,313.4586297,306.9270118,302.5577216,313.3211982,558.6647189,374.7381346,819.7297081,560.2460008,381.8953581,819.6544312,1.581281937,7.157223515,-0.075276973,167.1,167.1,167.1,133.49,133.49,133.49,0.479572869,0.187098521,0.782999322,0.122059699,0.089727295,0.153987605,0,0,0,0.088220712,0,0.516259623,0.109116575,0,0.638540321,7.82E-04,0,0.004577793,252.7671031,69.56281779,515.4470282,257.0232041,73.21687437,517.8592932,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042425501,0.970078841,1.088060341,0,0,0,0,0,0,0,0,0,0,0,0,254.1517189,76.30432404,513.2504564,258.3004209,79.96964873,517.6212964,CIP
MSW,cip,0.1,0.025,0.05,307.0314546,302.5765635,313.6263806,307.1720101,302.7973954,313.8860634,564.7451602,384.2681946,833.8872389,569.7349619,393.1321751,841.4727158,4.989801666,8.863980472,7.585476965,167.1,167.1,167.1,133.49,133.49,133.49,0.487460638,0.193434969,0.78868461,0.122362235,0.092092153,0.155914753,0,0,0,0.3371887,0,1.049782596,0.417054853,0,1.298432971,0.102583937,0,0.339901597,258.1131517,79.33189505,530.4332777,262.2195421,82.56900687,532.0657729,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043954967,0.979941127,1.090265778,0,0,0,2.068668626,0.567273051,3.851692308,2.558651249,0.701636735,4.764,0.826277611,0.226582941,1.538461538,257.6397003,80.88292875,528.5966573,260.3999939,83.98612612,529.6373169,CIP
MSW,cip,0.1,0.05,0.05,306.9966397,302.6513835,313.227852,307.4356747,303.0164906,314.1848503,563.441055,384.5951093,817.7094621,580.3838369,402.4920861,857.3450785,16.94278185,17.89697678,39.63561637,167.1,167.1,167.1,133.49,133.49,133.49,0.493825359,0.188905929,0.791461121,0.121671445,0.091585522,0.15627491,0,0,0,0.567494492,0,1.536108615,0.701910626,0,1.899949648,0.196878424,0,0.584682504,255.9593318,78.17275812,510.6554501,260.0707326,79.41985652,512.4662172,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042052984,0.976014794,1.086659447,0,0,0,4.055268362,1.554632739,6.710680412,5.015794859,1.922861375,8.300164948,1.619774869,0.620958915,2.680412371,262.2194856,84.43814837,533.4357909,263.9678893,86.87144651,541.6424991,CIP
MSW,cip,0.1,0.075,0.05,307.145748,302.7405049,313.9771214,307.5940661,303.0752621,314.1914654,570.1352947,388.8031849,849.0174421,587.0545561,400.4298817,855.3408094,16.91926141,11.62669684,6.323367343,167.1,167.1,167.1,133.49,133.49,133.49,0.476557508,0.18966858,0.776790366,0.122253717,0.094663249,0.155952255,0,0,0,0.815783808,0,1.934455774,1.009009482,0,2.392648886,0.296295136,0,0.723160437,262.0400288,79.72698944,543.860472,265.8882365,83.23345559,547.2795769,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043636245,0.974348226,1.088924384,0,0,0,6.211700126,2.787408907,9.402085552,7.682996729,3.447631579,11.62905341,2.481107256,1.113360324,3.755426407,262.8047803,77.32036279,529.0579378,262.9625257,78.04790725,531.940486,CIP
MSW,cip,0.1,0.1,0.05,306.9701467,302.4294075,313.5362662,307.7803436,303.1745538,314.8013528,562.5251629,376.5449182,837.1844428,594.2910215,407.5279687,881.847577,31.76585864,30.98305047,44.66313417,167.1,167.1,167.1,133.49,133.49,133.49,0.486446443,0.189656569,0.783573756,0.12199151,0.093040045,0.152541335,0,0,0,1.069434559,0,2.285349385,1.322739677,0,2.82665478,0.399031799,0,0.849911338,253.7372333,68.00529803,526.6473307,257.386367,70.34249112,531.223431,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042916663,0.984494816,1.086933673,0,0,0,8.259725352,3.988906463,12.2692081,10.216115,4.933714552,15.17527952,3.29913938,1.593268279,4.900626338,264.2474178,81.91540388,551.5462048,263.0812396,76.35597552,553.1570693,CIP
MSW,cip,0.1,0.125,0.05,307.1853801,302.7347281,313.8802001,308.1015935,303.7449499,314.1657978,571.1229764,388.4036351,835.6594395,608.9688991,428.0854659,866.6950022,37.84592275,39.68183076,31.03556267,167.1,167.1,167.1,133.49,133.49,133.49,0.479314721,0.186319752,0.782102733,0.12132434,0.090944373,0.151761236,0,0,0,1.27693797,0.252863447,2.608040382,1.579392123,0.312756411,3.225778018,0.482820717,0.100215304,0.996556548,261.703968,79.59884705,527.7840539,265.2097224,82.18427022,531.6810477,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042996324,0.977612786,1.086649463,0,0,0,10.42831684,5.288240027,14.90238095,12.89835674,6.540806865,18.43214286,4.165328664,2.112254365,5.952380952,272.6987697,91.30879437,526.9476502,269.8526921,88.94934555,528.254875,CIP
